customer_id,rfm_score
0301-FIDRB,443
0301-KOBTQ,555
0302-JOIVN,111
0303-UNCIP,111
0303-WMMRN,555
0305-SQECB,455
0306-JAELE,111
0307-BCOPK,334
0308-GIQJT,435
0308-IVGOK,433
0310-MVLET,211
0310-SUCIN,554
0310-VQXAM,211
0311-QYWSS,344
0311-UNPFF,334
0314-TKOSI,111
0315-LVCRK,211
0318-QUUOB,211
0318-ZOPWS,111
0319-QZTCO,433
0320-DWVTU,333
0320-JDNQG,334
0322-CHQRU,111
0322-YINQP,311
0323-XWWTN,333
0324-BRPCJ,335
0325-XBFAC,211
0326-VDYXE,443
0327-WFZSY,544
0328-GRPMV,211
0329-GTIAJ,211
0330-BGYZE,433
0330-IVZHA,211
0334-GDDSO,334
0334-ZFJSR,111
0336-KXKFK,555
0336-PIKEI,211
0337-CNPZE,211
0343-QLUZP,435
0345-HKJVM,111
0345-XMMUG,111
0347-UBKUZ,544
0348-SDKOL,111
0354-VXMJC,545
0354-WYROK,211
0356-ERHVT,211
0356-OBMAC,533
0357-NVCRI,111
0361-HJRDX,545
0362-RAOQO,455
0362-ZBZWJ,111
0363-QJVFX,433
0363-SVHYR,533
0365-BZUWY,211
0365-GXEZS,211
0365-TRTPY,211
0366-NQSHS,334
0369-ZGOVK,211
0373-AIVNJ,211
0374-AACSZ,535
0374-FIUCA,211
0374-IOEGQ,211
0375-HVGXO,211
0376-OIWME,555
0376-YMCJC,211
0377-JBKKT,444
0378-CJKPV,534
0378-NHQXU,311
0378-TOVMS,333
0378-XSZPU,111
0379-DJQHR,543
0380-NEAVX,211
0380-ZCSBI,211
0383-CLDDA,211
0384-LPITE,435
0384-RVBPI,111
0386-CWRGM,111
0388-EOPEX,111
0390-DCFDQ,111
0392-BZIUW,555
0394-YONDK,111
0396-HUJBP,211
0396-UKGAI,544
0396-YCHWO,211
0397-GZBBC,211
0397-ZXWQF,533
0401-WDBXM,543
0402-CQAJN,211
0402-OAMEN,445
0404-AHASP,333
0404-SWRVG,333
0406-BPDVR,111
0407-BDJKB,533
0409-WTMPL,543
0410-IPFTY,111
0411-EZJZE,435
0412-UCCNP,211
0415-MOSGF,211
0419-YAAPX,455
0420-BWTPW,111
0420-HLGXF,111
0420-TXVSG,111
0422-OHQHQ,111
0422-UXFAP,311
0423-UDIJQ,543
0426-TIRNE,111
0428-AXXLJ,111
0428-IKYCP,333
0430-IHCDJ,544
0431-APWVY,334
0432-CAJZV,333
0434-CSFON,533
0436-TWFFZ,345
0439-IFYUN,433
0440-EKDCF,454
0440-MOGPM,211
0440-QEXBZ,311
0440-UEDAI,533
0442-TDYUO,433
0442-ZXKVS,545
0447-BEMNG,211
0447-RXSGD,434
0454-OKRCT,433
0455-ENTCR,555
0455-XFASS,544
0458-HEUZG,344
0459-SPZHJ,555
0461-CVKMU,311
0463-TXOAK,445
0463-WZZKO,545
0463-ZSDNT,333
0464-WJTKO,455
0468-YRPXN,545
0471-ARVMX,345
0471-LVHGK,345
0475-RIJEP,111
0479-HMSWA,555
0480-BIXDE,211
0480-KYJVA,543
0481-SUMCB,443
0484-FFVBJ,334
0484-JPBRU,211
0485-ZBSLN,311
0486-HECZI,311
0486-LGCCH,444
0487-CRLZF,355
0487-RPVUM,211
0487-VVUVK,535
0488-GSLFR,211
0489-WMEMG,545
0491-KAPQG,445
0495-RVCBF,333
0495-ZBNGW,111
0496-AHOOK,533
0504-HHAPI,211
0505-SPOOW,111
0506-LVNGN,433
0506-YLVKJ,211
0508-OOLTO,445
0508-SQWPL,111
0511-JTEOY,111
0512-FLFDW,211
0513-RBGPE,533
0515-YPMCW,311
0516-OOHAR,533
0516-QREYC,211
0516-UXRMT,211
0516-VRYBW,211
0516-WJVXC,211
0519-DRGTI,445
0519-XUZJU,211
0520-FDVVT,111
0523-VNGTF,534
0524-IAVZO,211
0526-SXDJP,555
0529-ONKER,111
0530-IJVDB,444
0531-XBKMM,333
0531-ZZJWQ,111
0533-BNWKF,111
0533-UCAAU,434
0536-ACXIP,211
0536-BGFMZ,211
0536-ESJEP,435
0537-QYZZN,534
0541-FITGH,433
0547-HURJB,334
0549-CYCQN,444
0550-DCXLH,434
0556-FJEGU,211
0557-ASKVU,545
0559-CKHUS,455
0562-FGDCR,311
0562-HKHML,555
0562-KBDVM,111
0564-JJHGS,333
0564-MUUQK,555
0565-IYCGT,334
0565-JUPYD,111
0567-GGCAC,111
0567-XRHCU,545
0568-ONFPC,211
0570-BFQHT,434
0572-ZJKLT,111
0575-CUQOV,111
0576-WNXXC,111
0577-WHMEV,545
0578-SKVMF,311
0580-PIQHM,111
0581-BXBUB,111
0581-MDMPW,111
0582-AVCLN,333
0584-BJQGZ,545
0585-EGDDA,334
0587-DMGBH,111
0594-UFTUL,444
0595-ITUDF,534
0596-BQCEQ,344
0599-XNYDO,435
0601-WZHJF,311
0602-DDUML,535
0603-OLQDC,211
0603-TPMIB,433
0604-THJFP,334
0607-DAAHE,545
0607-MVMGC,433
0608-JDVEC,554
0611-DFXKO,211
0612-RTZZA,111
0613-WUXUM,455
0616-ATFGB,111
0617-AQNWT,111
0617-FHSGK,333
0618-XWMSS,211
0619-OLYUR,555
0620-DLSLK,335
0620-XEFWH,444
0621-CXBKL,311
0621-HJWXJ,444
0621-JFHOL,544
0621-TSSMU,555
0621-TWIEM,111
0623-EJQEG,433
0623-GDISB,335
0623-IIHUG,211
0625-AFOHS,555
0626-QXNGV,333
0628-CNQRM,111
0634-SZPQA,211
0635-WKOLD,554
0637-KVDLV,211
0637-UBJRP,111
0637-YLETY,111
0639-TSIQW,334
0640-YJTPY,333
0641-EVBOJ,211
0643-OKLRP,334
0644-OQMDK,211
0650-BWOZN,545
0654-HMSHN,211
0654-PQKDW,455
0655-RBDUG,211
0655-YDGFJ,111
0657-DOGUM,333
0661-KBKPA,311
0661-KQHNK,555
0661-WCQNQ,334
0661-XEYAN,111
0665-XHDJU,334
0666-UXTJO,555
0667-NSRGI,211
0668-OGMHD,111
0670-ANMUU,535
0670-KDOMA,211
0673-IGUQO,555
0674-DGMAQ,211
0674-EYYZV,545
0674-GCDXG,334
0675-NCDYU,433
0678-RLHVP,554
0679-IDSTG,333
0679-TDGAK,111
0680-DFNNY,211
0682-USIXD,434
0684-AOSIH,111
0685-MLYYM,333
0687-ZVTHB,111
0689-DSXGL,444
0689-NKYLF,333
0690-SRQID,111
0691-IFBQW,111
0691-JVSYA,211
0691-NIKRI,311
0696-UKTOX,543
0697-ZMSWS,111
0699-NDKJM,111
0701-RFGFI,333
0701-TJSEF,454
0702-PGIBZ,111
0704-VCUMB,453
0707-HOVVN,453
0708-LGSMF,334
0708-SJDIS,435
0709-TVGUR,111
0716-BQNDX,545
0719-SYFRB,211
0722-SVSFK,544
0722-TROQR,435
0723-DRCLG,111
0723-FDLAY,545
0723-VSOBE,111
0725-CXOTM,345
0727-BMPLR,211
0727-BNRLG,545
0727-IWKVK,211
0730-BGQGF,311
0730-KOAVE,434
0731-EBJQB,434
0732-OCQOC,443
0733-VUNUW,211
0734-OXWBT,434
0739-UUAJR,211
0742-LAFQK,335
0742-MOABM,311
0742-NXBGR,335
0743-HNPFG,544
0743-HRVFF,534
0744-BIKKF,455
0744-GKNGE,211
0746-JTRFU,111
0748-RDGGM,111
0749-IRGQE,455
0750-EBAIU,211
0750-EKNGL,335
0754-EEBDC,433
0754-UKWQP,111
0756-MPZRL,555
0757-WCUUZ,454
0761-AETCS,111
0769-MURVM,311
0771-CHWSK,111
0771-WLCLA,311
0772-GYEQQ,111
0774-IFUVM,111
0774-RMNUW,334
0778-NELLA,211
0780-XNZFN,333
0781-LKXBR,211
0784-GTUUK,555
0784-ZQJZX,433
0786-IVLAW,433
0786-VSSUD,333
0787-LHDYT,335
0788-DXBFY,544
0793-TWELN,433
0794-YVSGE,533
0795-GMVQO,311
0795-LAFGP,111
0795-XCCTE,211
0799-DDIHE,111
0804-XBFBV,545
0804-YGEQV,454
0807-ZABDG,111
0810-BDHAW,545
0810-DHDBD,211
0811-GSDTP,111
0812-WUPTB,111
0813-TAXXS,111
0815-MFZGM,445
0816-TSPHQ,211
0817-HSUSE,311
0818-OCPZO,333
0820-FNRNX,554
0822-GAVAP,111
0822-QGCXA,534
0823-HSCDJ,211
0824-VWDPO,553
0825-CPPQH,435
0827-ITJPH,434
0829-DDVLK,211
0829-XXPLX,434
0831-JNISG,333
0835-DUUIQ,111
0835-JKADZ,111
0836-SEYLU,311
0839-JTCUD,444
0839-QNXME,111
0840-DCNZE,445
0840-DFEZH,534
0841-NULXI,111
0842-IWYCP,545
0843-WTBXE,111
0847-HGRML,111
0848-SOMKO,343
0848-ZGQIJ,455
0851-DFJKB,355
0853-NWIFK,534
0853-TWRVK,544
0854-UYHZD,111
0856-NAOES,211
0859-YGKFW,211
0862-PRCBS,345
0864-FVJNJ,111
0866-QLSIR,333
0867-LDTTC,111
0867-MKZVY,333
0868-VJRDR,111
0869-PAPRP,445
0870-VEMYL,211
0871-OPBXW,434
0871-URUWO,333
0872-CASZJ,334
0872-JCPIB,211
0872-NXJYS,111
0875-CABNR,111
0876-WDUUZ,111
0877-SDMBN,111
0880-FVFWF,545
0880-TKATG,334
0883-EIBTI,443
0885-HMGPY,111
0886-QGENL,333
0887-HJGAR,333
0887-WBJVH,311
0895-DQHEW,211
0895-LMRSF,111
0895-LNKRC,433
0895-UADGO,535
0897-FEGMU,111
0898-XCGTF,333
0899-LIIBW,111
0899-WZRSD,333
0902-RFHOF,543
0902-XKXPN,554
0906-QVPMS,334
0907-HQNTS,111
0909-SDHNU,534
0909-SELIE,333
0913-XWSCN,534
0916-KNFAJ,211
0916-QOFDP,555
0917-EZOLA,334
0921-OHLVP,211
0923-PNFUB,334
0924-BJCRC,311
0925-VYDLG,111
0927-CNGRH,111
0927-LCSMG,111
0928-JMXNP,445
0928-XUTSN,111
0929-HYQEW,211
0929-PECLO,543
0930-EHUZA,543
0931-MHTEM,211
0932-YIXYU,533
0936-NQLJU,111
0939-EREMR,111
0939-YAPAF,211
0940-OUQEC,211
0942-KOWSM,211
0943-ZQPXH,553
0945-TSONX,555
0946-CLJTI,211
0946-FKYTX,545
0947-IDHRQ,111
0947-MUGVO,111
0952-KMEEH,211
0953-LGOVU,111
0956-ACVZC,533
0956-SYCWG,211
0958-YHXGP,311
0959-WHOKV,211
0960-HUWBM,454
0961-ZWLVI,211
0962-CQPWQ,533
0963-ZBDRN,211
0967-BMLBD,111
0968-GSIKN,111
0969-RGKCU,455
0970-ETWGE,511
0970-QXPXW,334
0971-QIFJK,334
0973-KYVNF,434
0975-UYDTX,434
0975-VOOVL,555
0979-MOZQI,444
0979-PHULV,111
0980-FEXWF,311
0980-PVMRC,211
0983-TATYJ,445
0988-AADSA,445
0988-JRWWP,545
0991-BRRFB,211
0993-OSGPT,545
0997-YTLNY,444
0999-QXNSA,334
1000-AJSLD,435
1004-NOZNR,533
1009-IRMNA,435
1010-DIAUQ,334
1013-QCWAM,311
1015-JPFYW,111
1015-OWJKI,211
1016-DJTSV,535
1017-FBQMM,433
1020-JPQOW,455
1022-RKXDR,545
1023-BQXZE,211
1024-GUALD,111
1024-KPRBB,533
1024-VRZHF,111
1025-FALIX,434
1027-LKKQQ,555
1028-FFNJK,434
1029-QFBEN,211
1031-IIDEO,111
1032-MAELW,533
1035-IPQPU,444
1036-GUDCL,435
1038-RQOST,544
1038-ZAGBI,334
1041-RXHRA,111
1042-HFUCW,554
1043-UXOVO,433
1043-YCUTE,111
1045-LTCYT,433
1047-NNCBF,455
1047-RNXZV,534
1049-FYSYG,111
1051-EQPZR,333
1051-GEJLJ,455
1052-QJIBV,111
1053-MXTTK,335
1057-FOGLZ,111
1060-ENTOF,333
1061-PNTHC,111
1062-LHZOD,211
1063-DHQJF,433
1064-FBXNK,334
1066-JKSGK,111
1069-QJOEE,455
1069-XAIEM,334
1073-XXCZD,544
1074-AMIOH,443
1074-WVEVG,434
1075-BGWOH,333
1077-HUUJM,211
1078-TDCRN,555
1080-BWSYE,211
1084-MNSMJ,333
1084-UQCHV,111
1085-LDWAM,544
1086-LXKFY,211
1087-GRUYI,433
1087-UDSIH,211
1088-AUUZZ,211
1088-CNNKB,111
1089-HDMKP,443
1089-XZWHH,534
1090-ESELR,334
1090-PYKCI,434
1091-SOZGA,445
1092-GANHU,111
1092-WPIVQ,211
1093-YSWCA,434
1094-BKOSX,533
1095-JUDTC,111
1095-WGNGG,111
1096-ADRUX,433
1097-FSPVW,211
1098-KFQEC,545
1098-TDVUQ,554
1099-BTKWT,311
1099-GODLO,544
1100-DDVRV,444
1101-SSWAG,111
1104-FEJAM,211
1104-TNLZA,455
1106-HRLKZ,434
1110-KYLGQ,443
1112-CUNAO,111
1113-IUJYX,211
1114-CENIM,311
1116-DXXDF,211
1116-FRYVH,111
1120-BMWUB,334
1121-QSIVB,433
1122-JWTJW,111
1122-YJBCS,434
1125-SNVCK,334
1131-ALZWV,334
1131-QQZEB,333
1131-SUEKT,333
1133-KXCGE,533
1134-YWTYF,311
1135-HIORI,555
1135-LMECX,311
1136-XGEQU,545
1137-DGOWI,545
1139-WUOAH,333
1140-UKVZG,545
1142-IHLOO,211
1142-WACZW,111
1143-NMNQJ,111
1150-FTQGN,211
1150-WFARN,111
1153-GNOLC,445
1154-HYWWO,545
1156-ZFYDO,311
1157-BQCUW,211
1159-WFSGR,533
1162-ECVII,543
1163-ONYEY,211
1163-VIPRI,211
1166-PQLGG,333
1167-OYZJF,545
1169-SAOCL,211
1169-WCVAK,111
1170-SASML,445
1171-TYKUR,533
1172-VIYBP,211
1173-NOEYG,435
1173-XZPYF,211
1174-FGIFN,555
1177-XZBJL,434
1178-PZGAB,111
1179-INLAT,355
1183-CANVH,211
1184-PJVDB,111
1187-WILMM,533
1193-RTSLK,335
1194-BHJYC,445
1194-HVAIF,433
1194-SPVSP,555
1195-OIYEJ,333
1196-AMORA,211
1197-BVMVG,433
1200-TUZHR,555
1202-KKGFU,333
1205-WNWPJ,111
1206-EHBDD,545
1207-BLKSA,334
1208-DNHLN,211
1208-NBVFH,211
1209-VFFOC,544
1212-GLHMD,211
1213-NGCUN,211
1215-EXRMO,434
1215-FIGMP,311
1215-VFYVK,453
1216-BGTSP,211
1216-JWVUX,211
1217-VASWC,544
1218-VKFPE,111
1219-NNDDO,211
1221-GHZEP,333
1222-KJNZD,334
1222-LRYKO,111
1223-UNPKS,111
1226-IENZN,211
1226-JZNKR,544
1226-UDFZR,211
1227-UDMZR,445
1228-FZFRV,211
1228-ZLNBX,554
1229-RCALF,533
1230-QAJDW,435
1231-YNDEK,533
1236-WFCDV,211
1237-WIYYZ,111
1240-HCBOH,311
1240-KNSEZ,311
1241-EZFMJ,545
1241-FPMOF,211
1245-HARPS,435
1247-QBVSH,445
1248-DYXUB,211
1251-KRREG,335
1251-STYSZ,111
1254-IZEYF,111
1257-SXUXQ,545
1258-YMZNM,455
1260-TTRXI,111
1261-FWTTE,111
1262-OPMFY,111
1264-BYWMS,333
1264-FUHCX,111
1265-BCFEO,533
1265-HVPZB,434
1265-XTECC,311
1265-ZFOSD,111
1266-NZYUI,333
1268-ASBGA,111
1269-FOYWN,443
1270-XKUCC,455
1271-SJBGZ,111
1271-UODNO,555
1272-ILHFG,211
1273-MTETI,334
1282-IHQAC,453
1285-OKIPP,211
1291-CUOCY,211
1293-BSEUN,435
1293-HHSHJ,545
1297-VQDRP,111
1298-PHBTI,333
1299-AURJA,211
1301-LOPVR,534
1302-TPUBN,111
1302-UHBDD,111
1303-SRDOK,334
1304-BCCFO,454
1304-NECVQ,111
1304-SEGFY,445
1306-RPWXZ,111
1307-ATKGB,211
1307-TVUFB,433
1309-BXVOQ,333
1309-XGFSN,433
1310-QRITU,435
1319-YLZJG,444
1320-GVNHT,211
1320-HTRDR,333
1320-REHCS,544
1322-AGOQM,311
1323-OOEPC,311
1324-NLTJE,211
1325-USMEC,335
1328-EUZHC,111
1329-VHWNP,311
1333-PBMXB,444
1334-FJSVR,333
1334-PDUKM,211
1335-HQMKX,344
1335-MXCSE,533
1335-NTIUC,554
1336-EZFZY,211
1337-BOZWO,344
1338-CECEE,433
1342-JPNKI,311
1343-EHPYB,333
1345-GKDZZ,555
1345-ZUKID,211
1346-PJWTK,333
1346-UFHAX,311
1347-KTTTA,211
1349-WXNGG,343
1352-HNSAW,111
1352-VHKAJ,211
1353-GHZOS,333
1353-LJWEM,544
1354-YZFNB,111
1355-KUSBG,111
1356-MKYSK,433
1357-BIJKI,311
1357-MVDOZ,211
1360-JYXKQ,555
1360-RCYRT,111
1360-XFJMR,333
1363-TXLSL,211
1370-GGAWX,534
1371-DWPAZ,334
1371-OJCEK,111
1371-WEPDS,555
1373-ORVIZ,211
1374-DMZUI,311
1376-HHBDV,433
1379-FRVEB,534
1383-EZRWL,334
1384-RCUXW,544
1385-TQOZW,334
1386-ZIKUV,311
1389-CXMLU,211
1389-WNUIB,534
1391-UBDAR,434
1393-IMKZG,445
1394-SUIUH,555
1395-OFUWC,211
1395-WSWXR,111
1396-QWFBJ,311
1397-XKKWR,334
1399-OUPJN,544
1399-UBQIU,211
1400-MMYXY,211
1400-WIVLL,334
1401-FTHFQ,211
1402-PTHGN,543
1403-GYAFU,311
1403-LKLIK,445
1406-PUQVY,554
1407-DIGZV,433
1409-PHXTF,211
1410-RSCMR,111
1414-YADCW,434
1415-YFWLT,211
1421-HCERK,311
1422-DGUBX,311
1423-BMPBQ,333
1427-VERSM,433
1428-GTBJJ,111
1428-IEDPR,333
1429-UYJSV,445
1430-SFQSA,211
1431-AIDJQ,211
1431-CYWMH,345
1432-FPAXX,211
1436-ZMJAN,545
1439-LCGVL,335
1442-BQPVU,333
1442-OKRJE,444
1444-VVSGW,111
1447-GIQMR,211
1447-PJGGA,111
1448-CYWKC,555
1448-PWKYE,111
1449-XQEMT,111
1450-GALXR,111
1450-SKCVI,211
1452-KIOVK,333
1452-UZOSF,555
1452-VOQCH,543
1452-XRSJV,211
1453-RZFON,543
1455-ESIQH,111
1455-HFBXA,533
1455-UGQVH,211
1456-TWCGB,211
1459-QNFQT,533
1460-UZPRJ,111
1465-LNTLJ,334
1465-VINDH,311
1465-WCZVT,545
1468-DEFNC,555
1469-LBJQJ,455
1470-PSXNM,445
1471-GIQKQ,333
1472-TNCWL,545
1474-JUWSM,111
1475-VWVDO,211
1478-VPOAD,443
1480-BKXGA,555
1480-IVEVR,333
1481-ZUWZA,211
1482-OXZSY,344
1485-YDHMM,211
1488-PBLJN,534
1488-SYSFC,211
1492-KGETH,111
1492-QGCLU,211
1493-AMTIE,111
1494-EJZDW,311
1496-GGSUK,111
1498-DQNRX,434
1498-NHTLT,543
1501-SGHBW,211
1502-XFCVR,211
1506-YJTYT,454
1508-DFXCU,534
1513-XNPPH,111
1518-OMDIK,211
1518-VOWAV,111
1522-VVDMG,111
1525-LNLOJ,543
1527-SXDPN,311
1530-ZTDOZ,455
1534-OULXE,433
1535-VTJOQ,445
1536-HBSWP,433
1536-YHDOE,111
1539-LNKHM,534
1541-ETJZO,111
1543-LLLFT,435
1544-JJMYL,545
1545-ACTAS,211
1545-JFUML,211
1548-ARAGG,335
1548-FEHVL,111
1550-EENBN,211
1550-LOAHA,211
1552-AAGRX,445
1552-CZCLL,111
1552-TKMXS,554
1555-DJEQW,111
1555-HAPSU,553
1557-EMYVT,433
1559-DTODC,545
1561-BWHIN,435
1563-IWQEX,555
1564-HJUVY,445
1564-NTYXF,443
1565-RHDJD,111
1567-DSCIC,335
1568-BEKZM,535
1568-LJSZU,555
1569-TTNYJ,211
1571-SAVHK,111
1573-LGXBA,311
1574-DYCWE,211
1575-KRZZE,111
1576-PFZIW,211
1577-HKTFG,111
1579-KLYDT,111
1580-BMCMR,554
1582-RAFML,211
1583-IHQZE,111
1585-MQSSU,311
1587-FKLZB,111
1589-AGTLK,211
1591-MQJTP,433
1591-NFNLQ,211
1591-XWLGB,311
1596-BBVTG,311
1596-OQSPS,443
1597-FZREH,333
1597-LHYNC,211
1599-EAHXY,534
1599-MMYRQ,544
1600-DILPE,211
1602-IJQQE,211
1608-GMEWB,211
1612-EOHDH,211
1614-JBEBI,435
1618-CFHME,111
1619-YWUBB,444
1621-YNCJH,434
1622-HSHSF,545
1623-NLDOT,211
1624-NALOJ,334
1624-WOIWJ,334
1625-JAIIY,111
1626-ERCMM,211
1627-AFWVJ,345
1628-BIZYP,535
1629-DQQVB,334
1635-FJFCC,435
1635-HDGFT,211
1635-NZATJ,543
1636-NTNCO,455
1640-PLFMP,211
1641-BYBTK,454
1641-RQDAY,443
1642-HMARX,534
1644-IRKSF,111
1656-DRSMG,211
1657-DYMBM,453
1658-BYGOY,111
1658-TJVOA,335
1658-XUHBX,555
1660-HSOOQ,211
1661-CZBAU,534
1663-MHLHE,534
1666-JXLKU,111
1666-JZPZT,211
1670-SVOWZ,211
1676-MQAOA,333
1678-FYZOW,211
1679-JRFBR,444
1680-VDCWW,333
1682-VCOIO,333
1684-FLBGS,534
1685-BQULA,445
1685-VAYJF,555
1686-STUHN,111
1689-MRZQR,211
1689-YQBYY,535
1696-HXOWK,543
1696-MZVAU,444
1697-BCSHV,444
1697-LYYYX,333
1697-NVVGY,434
1698-XFZCI,111
1699-HPSBG,211
1699-TLDLZ,533
1699-UOTXU,444
1702-CCFNJ,211
1703-MGIAB,211
1704-NRWYE,111
1705-GUHPV,434
1707-HABPF,211
1708-PBBOA,554
1709-EJDOX,444
1710-RCXUS,434
1716-LSAMB,211
1722-LDZJS,434
1723-HKXJQ,333
1724-BQUHA,111
1724-IQWNM,434
1725-IQNIY,211
1725-MIMXW,311
1728-BQDMA,445
1728-CXQBE,544
1729-VLAZJ,555
1730-VFMWO,345
1730-ZMAME,434
1731-TVIUK,533
1732-FEKLD,543
1732-VHUBQ,111
1734-ZMNTZ,311
1735-XMJVH,435
1740-CSDJP,211
1741-WTPON,553
1744-JHKYS,111
1746-TGTWV,434
1750-CSKKM,211
1751-NCDLI,555
1752-OZXFY,111
1754-GKYPY,211
1755-FZQEC,334
1755-RMCXH,433
1757-TCATG,534
1760-CAZHT,444
1761-AEZZR,111
1763-KUAAW,333
1763-WQFUK,433
1764-VUUMT,211
1766-GKNMI,211
1767-CJKBA,311
1767-TGTKO,433
1768-HNVGJ,333
1768-ZAIFU,211
1769-GRUIK,533
1771-OADNZ,335
1775-KWJKQ,535
1776-SPBWV,111
1777-JYQPJ,434
1779-PWPMG,435
1784-BXEFA,455
1784-EZDKJ,111
1785-BPHTP,555
1790-NESIO,444
1791-PQHBB,111
1792-UXAFY,333
1794-HBQTJ,111
1794-SWWKL,555
1796-JANOW,211
1803-BGNBD,444
1809-DMJHQ,211
1810-BOHSY,533
1810-MVMAI,211
1813-JLKWR,544
1813-JYWTO,211
1814-DKOLC,111
1814-WFGVS,545
1816-FLZDK,111
1818-ESQMW,554
1820-DJFPH,555
1820-TQVEV,111
1821-BUCWY,211
1830-GGFNM,433
1830-IPXVJ,445
1832-PEUTS,435
1833-TCXKK,455
1833-VGRUM,211
1834-ABKHQ,543
1834-WULEG,455
1837-YQUCE,545
1839-FBNFR,455
1839-UMACK,334
1840-BIUOG,345
1841-YSJGV,334
1842-EZJMK,111
1843-TLSGD,545
1845-CSBRZ,434
1845-ZLLIG,354
1846-XWOQN,211
1848-LBZHY,211
1849-RJYIG,443
1850-AKQEP,555
1852-QSWCD,345
1852-XEMDW,211
1853-ARAAQ,544
1853-UDXBW,333
1855-AGAWH,533
1855-CFULU,554
1862-QRWPE,545
1862-SKORY,311
1866-DIOQZ,444
1866-NXPSP,311
1866-OBPNR,534
1866-RZZQS,211
1866-ZSLJM,334
1867-BDVFH,111
1867-TJHTS,434
1871-MOWRM,211
