customer_id,SeniorCitizen,Partner,Dependents,tenure_months,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,monthly_charges,total_charges,churn_label,recharge_count_30d,recharge_count_90d,total_recharge_30d,total_recharge_90d,avg_recharge_amount,days_since_last_recharge,recharge_trend,data_usage_mb_30d,data_usage_mb_90d,data_usage_trend,avg_session_mb,app_usage_rate,offers_presented,offers_accepted,offer_acceptance_rate,active_days_90d,days_since_last_activity,gender_male,internet_dsl,internet_fiber,internet_none,contract_monthly,contract_1yr,contract_2yr,payment_method_electronic_check,payment_method_mailed_check,payment_method_bank_transfer,payment_method_credit_card,preferred_channel_ussd,preferred_channel_app,preferred_channel_agent,preferred_channel_web,MultipleLines_No phone service,MultipleLines_Yes,r_score,f_score,m_score,rfm_score,rfm_segment,arpu,arpu_tier,engagement_score,declining_recharge,long_silence,low_activity,recharge_drop_flag,high_data_user,frequent_recharger,high_offer_responder,app_user,premium_customer,lifecycle_stage,churn_risk_score,ml_segment,propensity_bundle,propensity_topup,propensity_reactivation,clv_90d,clv_tier
0017-DINOC,No,0,0,54,0,1,0,0,1,1,0,0,45.2,2460.55,0,1.0,1.0,5000.0,5000.0,5000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,5.0,9.0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,4,3,5,435,Loyal Customers,1666.6666666666667,Gold,0.20222222222222222,0,0,1,0,0,0,0,1,1,Active,0.014770232141017914,At Risk Heavyweights,0.0,0.0,0.0,5519.2708446923225,Silver
0017-IUDMW,No,1,1,72,1,1,1,1,1,1,1,1,116.8,8456.75,0,5.0,6.0,1000.0,1200.0,200.0,0.0,3.5028801217706425e-17,1008.9599999999999,5067.08,-1.145951293759514,563.0088888888889,0.23809523809523808,0.0,0.0,0.0,21.0,0.0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,5,5,4,554,Champions,400.0,Silver,0.16476190476190478,0,0,0,0,0,1,0,0,0,Active,0.002258831402286887,Loyal But Declining,0.005,0.94,0.0,1307.4938740066482,Bronze
0018-NYROU,No,1,0,5,1,0,0,0,0,0,0,1,68.95,351.5,0,2.0,5.0,2200.0,8200.0,1640.0,6.0,-7.768924302788861,3773.36,5862.150000000001,-1.8973542480139984,977.0250000000001,0.14285714285714285,0.0,0.0,0.0,14.0,1.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,5,4,5,545,Champions,2733.3333333333335,Platinum,0.10507936507936508,0,0,1,0,1,1,0,0,1,Active,0.010468469001352787,High Value Active,0.0,0.0,0.0,7986.023899583614,Gold
0019-EFAEP,No,0,0,72,1,1,1,1,0,1,0,1,101.3,7261.25,0,1.0,4.0,5000.0,6500.0,1625.0,30.0,65.0640648877395,0.0,611.58,-3.979285714285752,203.86,0.7272727272727273,0.0,0.0,0.0,11.0,30.0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,3,5,335,Loyal Customers,2166.6666666666665,Platinum,0.26707070707070707,0,1,1,0,0,0,0,1,1,High Value Loyal,0.08566085994243622,Loyal But Declining,0.0,0.0,0.99,4292.229841083064,Silver
0019-GFNTW,No,0,0,56,0,1,1,1,1,0,0,0,45.05,2560.1,0,2.0,5.0,4000.0,8100.0,1620.0,11.0,19.67857142857143,443.99,3310.4700000000003,-1.0458939884555796,472.92428571428576,0.2631578947368421,0.0,0.0,0.0,19.0,2.0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,4,4,5,445,Loyal Customers,2700.0,Platinum,0.1633918128654971,0,0,1,0,0,1,0,0,1,High Value Loyal,0.0033972677774727345,At Risk Heavyweights,0.0,0.0,0.0,7765.531373152571,Gold
0020-INWCK,No,1,1,71,1,0,1,1,0,0,1,1,95.75,6849.4,0,1.0,3.0,1000.0,7000.0,2333.3333333333335,12.0,-25.19344970307719,888.0999999999999,1503.4299999999998,7.491799591002047,375.85749999999996,0.5,0.0,0.0,0.0,8.0,2.0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,4,3,4,434,Loyal Customers,2333.3333333333335,Platinum,0.18555555555555556,0,0,1,0,0,0,0,1,1,High Value Loyal,0.031732428818941116,Loyal But Declining,0.0,0.0,0.0,6606.835380011165,Gold
0020-JDNXP,No,1,1,34,0,1,0,1,1,1,1,0,61.25,1993.2,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,130.87,0.0,130.87,0.5,0.0,0.0,0.0,4.0,11.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,111,Lost Customers,0.0,Bronze,0.16777777777777778,0,1,1,0,0,0,0,1,0,Churned,0.14629964530467987,At Risk Heavyweights,0.0,0.0,0.0,0.018048954646985665,Bronze
0021-IKXGC,Yes,0,0,1,1,0,0,0,0,0,0,1,72.1,72.1,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,2511.8599999999997,5214.03,-20.27997833413573,1042.806,0.125,0.0,0.0,0.0,8.0,5.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,111,Lost Customers,0.0,Bronze,0.07305555555555555,0,1,1,0,1,0,0,0,0,New At-Risk,0.5539811849594116,Dormant,0.0,0.0,0.0,0.0,Bronze
0022-TCJCI,Yes,0,0,45,1,1,0,1,0,0,1,0,62.7,2791.5,1,2.0,2.0,1400.0,1400.0,700.0,19.0,-33.33333333333333,0.0,3173.61,-1.5874332292750546,793.4025,0.14285714285714285,0.0,0.0,0.0,7.0,19.0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,4,4,444,Loyal Customers,466.6666666666667,Silver,0.07396825396825396,0,1,1,0,0,1,0,0,0,Active,0.704484224319458,Loyal But Declining,0.0,0.155,0.015,741.7550173277245,Bronze
0023-HGHWL,Yes,0,0,1,0,0,0,0,0,0,0,1,25.1,25.1,1,0.0,1.0,0.0,1000.0,1000.0,69.0,0.0,425.6,425.6,0.0,425.6,0.5,0.0,0.0,0.0,2.0,28.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,111,Lost Customers,333.3333333333333,Silver,0.15888888888888889,0,1,1,1,0,0,0,1,0,New At-Risk,0.9818423986434937,At Risk Heavyweights,0.0,0.0,1.0,208.63034723724593,Bronze
0023-UYUPN,Yes,1,0,50,1,0,0,0,0,0,0,0,25.2,1306.3,0,1.0,1.0,500.0,500.0,500.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,1.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,5,3,3,533,Loyal Customers,166.66666666666666,Bronze,0.08222222222222222,0,0,1,0,0,0,0,0,0,Active,0.04952307417988777,Rising Stars,0.0,0.0,0.0,491.29302114504617,Bronze
0023-XUOPT,No,1,0,13,1,0,1,1,0,1,0,0,94.1,1215.6,1,0.0,1.0,0.0,500.0,500.0,78.0,0.0,0.0,835.55,0.0,835.55,0.0,0.0,0.0,0.0,3.0,78.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,111,Lost Customers,166.66666666666666,Bronze,0.013333333333333334,0,1,1,1,0,0,0,0,0,Churned,0.9673510193824768,Dormant,0.0,0.0,0.01,100.92872907829762,Bronze
0027-KWYKW,No,1,1,23,1,0,0,0,0,1,0,1,83.75,1849.95,0,2.0,3.0,1200.0,1400.0,466.6666666666667,5.0,26.254826254826263,4429.34,8492.69,0.9070263442800419,707.7241666666667,0.3076923076923077,1.0,0.0,0.0,26.0,5.0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,5,4,4,544,Champions,466.6666666666667,Silver,0.20786324786324786,0,0,0,0,1,1,0,1,0,Active,0.003870889311656356,High Value Active,0.0,0.835,0.005,1317.9360558330072,Bronze
0030-FNXPP,No,0,0,3,1,0,0,0,0,0,0,0,19.85,57.2,0,1.0,3.0,1000.0,3000.0,1000.0,23.0,2.719292041265615e-16,2096.64,2908.19,0.6767490035028401,415.4557142857143,0.35294117647058826,0.0,0.0,0.0,17.0,5.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,3,4,334,Loyal Customers,1000.0,Gold,0.18143790849673203,0,1,1,0,1,0,0,1,1,Active,0.027026601135730743,Rising Stars,0.0,0.0,1.0,3020.1028417230336,Silver
0031-PVLZI,No,1,1,4,1,0,0,0,0,0,0,0,20.35,76.35,1,0.0,4.0,0.0,8000.0,2000.0,31.0,-1.0996675052585867e-14,996.85,2041.19,-0.9132692307692216,1020.595,0.3333333333333333,0.0,0.0,0.0,6.0,30.0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,311,Hibernating,2666.6666666666665,Platinum,0.12666666666666665,0,1,1,1,0,0,0,1,1,Lapsing,0.881492018699646,Rising Stars,0.0,0.0,1.0,2784.631520588001,Silver
0032-PGELS,No,1,1,1,0,1,0,0,0,0,0,0,30.5,30.5,1,1.0,1.0,400.0,400.0,400.0,27.0,0.0,0.0,188.33,0.0,188.33,0.25,0.0,0.0,0.0,4.0,6.0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,3,3,3,333,Loyal Customers,133.33333333333334,Bronze,0.09277777777777778,0,1,1,0,0,0,0,0,0,New At-Risk,0.8669669032096863,At Risk Heavyweights,0.0,0.0,0.035,140.21277044080162,Bronze
0036-IHMOT,No,1,1,55,1,0,1,1,1,1,1,1,103.7,5656.75,0,1.0,3.0,5000.0,10500.0,3500.0,9.0,-14.28752857505714,393.74,2569.13,2.9718996346324174,285.4588888888889,0.3333333333333333,1.0,0.0,0.0,33.0,5.0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4,3,5,435,Loyal Customers,3500.0,Platinum,0.24666666666666665,0,0,0,0,0,0,0,1,1,High Value Loyal,0.003896304639056325,High Value Active,0.0,0.0,0.0,10667.524969318514,Gold
0040-HALCW,No,1,1,54,1,0,0,0,0,0,0,0,20.4,1090.6,0,0.0,1.0,0.0,100.0,100.0,46.0,0.0,1021.09,2113.76,-0.388496395468593,528.44,0.0,0.0,0.0,0.0,7.0,2.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1,211,Hibernating,33.333333333333336,Bronze,0.031111111111111114,0,1,1,1,1,0,0,0,0,Lapsing,0.02891257405281067,Rising Stars,0.0,0.0,0.0,123.03343142284913,Bronze
0042-JVWOJ,No,0,0,26,1,0,0,0,0,0,0,1,19.6,471.85,0,0.0,1.0,0.0,5000.0,5000.0,74.0,0.0,0.0,286.57,0.0,286.57,0.4,1.0,0.0,0.0,5.0,26.0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,111,Lost Customers,1666.6666666666667,Gold,0.14222222222222222,0,1,1,1,0,0,0,1,1,Churned,0.17877206206321716,Dormant,0.0,0.0,1.0,3174.7742899868317,Silver
0042-RLHYP,No,1,1,69,1,0,0,0,0,0,0,0,19.7,1396.9,0,0.0,3.0,0.0,5400.0,1800.0,35.0,-93.02325581395347,876.98,1287.48,-2.411935601902672,321.87,0.38461538461538464,1.0,1.0,1.0,13.0,9.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,3,1,1,311,Hibernating,1800.0,Gold,0.47316239316239317,1,1,1,1,0,0,1,1,1,Lapsing,0.01378434058278799,Price Sensitive,0.01,0.0,1.0,5384.444779932921,Silver
0048-LUMLS,No,1,1,37,1,0,0,0,0,1,1,0,91.2,3247.55,0,1.0,3.0,200.0,500.0,166.66666666666666,19.0,0.5949161709031928,59.83,129.95,-0.1659677419354843,64.975,0.2222222222222222,0.0,0.0,0.0,9.0,19.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,3,3,433,Loyal Customers,166.66666666666666,Bronze,0.10666666666666667,0,1,1,0,0,0,0,0,0,Active,0.4440467655658722,Loyal But Declining,0.0,0.0,0.01,256.3104758704713,Bronze
0048-PIHNL,No,1,0,49,1,0,0,0,0,0,0,0,20.45,900.9,0,0.0,1.0,0.0,5000.0,5000.0,36.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.0,1.0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,211,Hibernating,1666.6666666666667,Gold,0.11333333333333333,0,1,1,1,0,0,0,1,1,Lapsing,0.06799743324518204,Dormant,0.0,0.0,0.995,4748.96164986168,Silver
0052-DCKON,No,1,0,66,1,1,1,1,1,1,1,0,115.8,7942.15,0,1.0,5.0,200.0,600.0,120.0,27.0,0.9893992932862189,1194.0,4649.55,0.18702171361502123,664.2214285714286,0.23809523809523808,1.0,1.0,1.0,21.0,3.0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,3,3,3,333,Loyal Customers,200.0,Silver,0.46476190476190476,0,1,0,0,1,0,1,0,0,Active,0.0041570705361664295,Price Sensitive,1.0,0.02,0.96,618.3834626030841,Bronze
0052-YNYOT,No,0,0,67,1,0,0,0,0,0,0,0,20.55,1343.4,0,2.0,3.0,2000.0,3000.0,1000.0,3.0,2.6732311869604144e-15,619.93,1060.71,10.538235294117648,530.355,0.2222222222222222,2.0,0.0,0.0,9.0,3.0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,5,4,4,544,Champions,1000.0,Gold,0.10666666666666667,0,0,1,0,0,1,0,0,1,Active,0.028667986392974854,Rising Stars,0.0,0.02,0.0,3130.2395725563424,Silver
0056-EPFBG,No,1,1,20,0,1,0,1,1,0,0,1,39.4,825.4,0,2.0,2.0,2000.0,2000.0,1000.0,0.0,2.12935823582679e-14,0.0,668.36,-11.075902255639106,222.78666666666666,0.0,0.0,0.0,0.0,6.0,0.0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,5,4,4,544,Champions,666.6666666666666,Silver,0.02666666666666667,0,0,1,0,0,1,0,0,0,Active,0.026966620236635208,At Risk Heavyweights,0.0,0.035,0.005,1978.1751698464518,Bronze
0057-QBUQH,No,0,1,43,1,0,0,0,0,0,0,1,25.1,1070.15,0,2.0,3.0,4000.0,9000.0,3000.0,27.0,-55.49845837615619,2397.16,8597.08,-9.917358827634326,1432.8466666666666,0.18181818181818182,0.0,0.0,0.0,11.0,1.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,3,4,5,345,Loyal Customers,3000.0,Platinum,0.10343434343434343,1,1,1,0,1,1,0,0,1,High Value Loyal,0.018860794603824615,Rising Stars,0.0,0.01,0.985,8188.865917302567,Gold
0058-EVZWM,No,1,0,55,1,1,0,0,0,1,0,1,89.8,4959.6,0,0.0,1.0,0.0,2000.0,2000.0,83.0,0.0,1020.77,6833.55,7.384128963306019,1366.71,0.42857142857142855,0.0,0.0,0.0,7.0,21.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,111,Lost Customers,666.6666666666666,Silver,0.15968253968253968,0,1,1,1,1,0,0,1,0,Churned,0.7551100254058838,Dormant,0.0,0.0,0.975,652.3800173372783,Bronze
0060-FUALY,No,1,0,59,1,1,1,0,0,1,0,1,94.75,5597.65,0,1.0,5.0,200.0,3200.0,640.0,7.0,-7.442517144009681,67.81,228.04000000000002,-0.3116826923076926,76.01333333333334,0.42857142857142855,0.0,0.0,0.0,14.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5,3,3,533,Loyal Customers,1066.6666666666667,Gold,0.1907936507936508,0,0,1,0,0,0,0,1,1,Active,0.050327055156230927,Loyal But Declining,0.0,0.01,0.0,2983.1252103267743,Silver
0064-SUDOG,No,1,1,12,1,0,0,0,0,0,0,0,20.3,224.5,0,3.0,6.0,5600.0,11600.0,1933.3333333333333,10.0,10.613122983148086,716.15,3252.9700000000003,-1.6777808194984072,464.71000000000004,0.25,0.0,0.0,0.0,20.0,2.0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,4,5,5,455,Loyal Customers,3866.6666666666665,Platinum,0.1638888888888889,0,0,0,0,0,1,0,0,1,High Value Loyal,0.002371763112023473,High Value Active,0.0,0.0,0.0,11357.200265735157,Platinum
0064-YIJGF,No,1,1,27,1,0,0,0,0,0,0,1,75.75,1929.0,0,1.0,3.0,500.0,2000.0,666.6666666666666,30.0,-3.867151956323938,0.0,1786.02,2.7486141078838187,446.505,0.3333333333333333,0.0,0.0,0.0,12.0,3.0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,3,3,3,333,Loyal Customers,666.6666666666666,Silver,0.15333333333333332,0,1,1,0,0,0,0,1,0,Active,0.07978697121143341,Dormant,0.0,0.0,0.995,1773.5379145785894,Bronze
0067-DKWBL,Yes,0,0,2,1,1,0,0,0,0,0,1,49.25,91.1,1,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,603.53,0.0,603.53,0.6666666666666666,0.0,0.0,0.0,3.0,61.0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,111,Lost Customers,0.0,Bronze,0.21333333333333332,0,1,1,0,0,0,0,1,0,New At-Risk,0.979584813117981,Dormant,0.0,0.0,0.0,0.0,Bronze
0068-FIGTF,No,0,0,27,1,0,1,1,1,1,1,0,78.2,2078.95,0,0.0,4.0,0.0,800.0,200.0,54.0,-5.70099102499292e-16,361.55,593.69,0.22934930858117059,118.73800000000001,0.25,1.0,0.0,0.0,16.0,2.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,1,211,Hibernating,266.6666666666667,Silver,0.1461111111111111,0,1,1,1,0,0,0,0,0,Lapsing,0.01337472815066576,Loyal But Declining,0.0,0.0,0.985,787.5270132588478,Bronze
0071-NDAFP,No,1,1,25,1,0,0,0,0,0,0,0,25.5,630.6,0,2.0,2.0,300.0,300.0,150.0,0.0,6.666666666666658,1404.4,3588.59,-0.45288659793814834,717.7180000000001,0.3333333333333333,0.0,0.0,0.0,9.0,0.0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,5,4,3,543,Loyal Customers,100.0,Bronze,0.14,0,0,1,0,1,1,0,1,0,Active,0.007867395877838135,Rising Stars,0.0,1.0,0.0,331.0880857775322,Bronze
0074-HDKDG,No,1,1,25,1,1,1,1,0,0,0,1,61.6,1611.0,0,1.0,3.0,2000.0,6000.0,2000.0,3.0,4.903588964620614e-15,627.1700000000001,1291.36,-0.06833233934695057,215.22666666666666,0.35294117647058826,1.0,1.0,1.0,17.0,1.0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,3,4,534,Loyal Customers,2000.0,Platinum,0.481437908496732,0,0,1,0,0,0,1,1,1,High Value Loyal,0.006565586198121309,Price Sensitive,0.0,0.0,0.0,6337.881259871973,Gold
0076-LVEPS,No,0,1,29,0,1,1,1,1,0,0,1,45.0,1242.45,0,1.0,3.0,500.0,1700.0,566.6666666666666,19.0,6.679084619478443,635.4100000000001,1012.84,2.2266331658291456,253.21,0.3,1.0,0.0,0.0,10.0,0.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,3,3,433,Loyal Customers,566.6666666666666,Silver,0.13444444444444445,0,1,1,0,0,0,0,0,0,Active,0.014833871275186539,At Risk Heavyweights,0.0,0.0,0.01,1702.6906059051469,Bronze
0078-XZMHT,No,1,0,72,1,0,1,1,1,1,1,1,85.15,6316.2,0,1.0,2.0,5000.0,10000.0,5000.0,28.0,-3.2573877249158646e-14,354.3,2097.1800000000003,0.6816700956069234,299.5971428571429,0.38461538461538464,0.0,0.0,0.0,13.0,0.0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3,3,5,335,Loyal Customers,3333.3333333333335,Platinum,0.17316239316239318,0,1,1,0,0,0,0,1,1,High Value Loyal,0.0041870009154081345,Loyal But Declining,0.0,0.0,0.995,10669.469343829687,Gold
0080-EMYVY,No,0,0,14,1,0,1,0,0,0,0,0,51.45,727.85,0,2.0,2.0,10000.0,10000.0,5000.0,17.0,2.381446208366716e-13,1364.76,1364.76,-1.3300000000000052,682.38,0.3333333333333333,0.0,0.0,0.0,6.0,4.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,4,5,445,Loyal Customers,3333.3333333333335,Platinum,0.12666666666666665,0,1,1,0,1,1,0,1,1,High Value Loyal,0.011664075776934624,Rising Stars,0.0,0.005,0.015,9848.082462422235,Gold
0080-OROZO,No,0,0,35,1,0,0,1,1,1,1,1,99.25,3532.0,0,1.0,2.0,200.0,400.0,200.0,27.0,-8.028964856469253e-16,333.04,1930.0500000000002,-4.346806722689077,321.675,0.4166666666666667,1.0,0.0,0.0,12.0,12.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3,3,3,333,Loyal Customers,133.33333333333334,Bronze,0.17833333333333334,0,1,1,0,0,0,0,1,0,Active,0.1100647896528244,Loyal But Declining,0.0,0.0,0.015,343.9671476558921,Bronze
0082-LDZUE,No,0,0,1,1,0,0,0,0,0,0,1,44.3,44.3,0,3.0,7.0,15000.0,30500.0,4357.142857142857,2.0,27.7777777777778,909.72,5017.61,-0.823062078548366,358.4007142857143,0.2727272727272727,0.0,0.0,0.0,33.0,2.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5,5,5,555,Champions,10166.666666666666,Platinum,0.22848484848484846,0,0,0,0,0,1,0,0,1,New Active,0.003591714659705758,High Value Active,0.0,0.0,0.0,31868.61068831819,Platinum
