customer_id,campaign_name,segment_label,rfm_segment,churn_risk_score,propensity_score,clv_tier,recommended_offer,recommended_channel,priority_score,estimated_response_rate,retention_budget
2830-LEWOA,loyalty_reward,High Value Active,Loyal Customers,0.001801490900106728,0.6331130989704276,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6331130989704276,0.1,Premium
2061-VVFST,loyalty_reward,High Value Active,Loyal Customers,0.004193676635622978,0.6323570009391051,Platinum,Exclusive Bundle Discount,USSD,0.6323570009391051,0.1,Premium
7696-AMHOD,loyalty_reward,High Value Active,Champions,0.0025174887850880623,0.6306743498520424,Platinum,Exclusive Bundle Discount,USSD,0.6306743498520424,0.1,Premium
1635-FJFCC,loyalty_reward,High Value Active,Loyal Customers,0.0038218919653445482,0.628129875481898,Platinum,Exclusive Bundle Discount,USSD,0.628129875481898,0.1,Premium
4950-HKQTE,loyalty_reward,High Value Active,Champions,0.002223182702437043,0.625674731472796,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.625674731472796,0.1,Premium
3258-SANFR,loyalty_reward,High Value Active,Champions,0.0025586136616766453,0.6213283002405654,Platinum,Exclusive Bundle Discount,USSD,0.6213283002405654,0.1,Premium
8390-FESFV,loyalty_reward,High Value Active,Champions,0.0021949750371277332,0.6207752454089659,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6207752454089659,0.1,Premium
8966-KZXXA,loyalty_reward,High Value Active,Champions,0.0057565802708268166,0.6207194028983789,Platinum,Exclusive Bundle Discount,USSD,0.6207194028983789,0.1,Premium
1271-UODNO,loyalty_reward,High Value Active,Champions,0.0036640844773501158,0.6183222185138365,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6183222185138365,0.1,Premium
8677-HDZEE,loyalty_reward,High Value Active,Champions,0.003210916416719556,0.6178205424965219,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6178205424965219,0.1,Premium
4128-ETESU,loyalty_reward,High Value Active,Loyal Customers,0.0035014499444514513,0.6158243923778972,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6158243923778972,0.1,Premium
5296-BFCYD,loyalty_reward,High Value Active,Champions,0.01276684831827879,0.6143158633803413,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6143158633803413,0.1,Premium
3566-HJGPK,loyalty_reward,High Value Active,Champions,0.003949831705540419,0.6041469051861966,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.6041469051861966,0.1,Premium
7422-WNBTY,loyalty_reward,High Value Active,Champions,0.006600421387702227,0.6035458520473074,Platinum,Exclusive Bundle Discount,USSD,0.6035458520473074,0.1,Premium
3338-CVVEH,loyalty_reward,High Value Active,Loyal Customers,0.0058800457045435905,0.5977885737236475,Platinum,Exclusive Bundle Discount,USSD,0.5977885737236475,0.1,Premium
6103-QCKFX,loyalty_reward,High Value Active,Loyal Customers,0.00380525691434741,0.5919216914612244,Platinum,Exclusive Bundle Discount,USSD,0.5919216914612244,0.1,Premium
0303-WMMRN,loyalty_reward,High Value Active,Champions,0.010964803397655487,0.5803653766828507,Platinum,Exclusive Bundle Discount,USSD,0.5803653766828507,0.1,Premium
0082-LDZUE,loyalty_reward,High Value Active,Champions,0.003591714659705758,0.574043691627183,Platinum,Exclusive Bundle Discount,USSD,0.574043691627183,0.1,Premium
4320-QMLLA,loyalty_reward,High Value Active,Champions,0.0019934913143515587,0.5724435998278531,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5724435998278531,0.1,Premium
6968-MHOMU,loyalty_reward,High Value Active,Champions,0.001977991545572877,0.5709144472741218,Platinum,Exclusive Bundle Discount,USSD,0.5709144472741218,0.1,Premium
8212-CRQXP,loyalty_reward,High Value Active,Loyal Customers,0.002008965937420726,0.569595061242845,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.569595061242845,0.1,Premium
3057-VJJQE,loyalty_reward,High Value Active,Champions,0.0022962780203670263,0.5695156950541227,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5695156950541227,0.1,Premium
4482-FTFFX,loyalty_reward,High Value Active,Champions,0.0029112384654581547,0.5674224552219561,Platinum,Exclusive Bundle Discount,USSD,0.5674224552219561,0.1,Premium
3633-CDBUW,loyalty_reward,High Value Active,Loyal Customers,0.00496415002271533,0.5666195117275901,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5666195117275901,0.1,Premium
0112-QAWRZ,loyalty_reward,High Value Active,Loyal Customers,0.0023908698931336403,0.566436758863555,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.566436758863555,0.1,Premium
8455-HIRAQ,loyalty_reward,High Value Active,Loyal Customers,0.003532254137098789,0.5652684751696285,Platinum,Exclusive Bundle Discount,USSD,0.5652684751696285,0.1,Premium
6283-GITPX,loyalty_reward,High Value Active,Loyal Customers,0.0026051036547869444,0.5607820220735295,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5607820220735295,0.1,Premium
5018-HEKFO,loyalty_reward,High Value Active,Loyal Customers,0.0023631274234503508,0.5604327331499389,Platinum,Exclusive Bundle Discount,USSD,0.5604327331499389,0.1,Premium
0666-UXTJO,loyalty_reward,High Value Active,Champions,0.0018640024354681373,0.5603490788448393,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5603490788448393,0.1,Premium
0519-DRGTI,loyalty_reward,High Value Active,Loyal Customers,0.002406182698905468,0.5603465180985573,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5603465180985573,0.1,Premium
6719-FGEDO,loyalty_reward,High Value Active,Champions,0.0041923802345991135,0.5586335817704784,Platinum,Exclusive Bundle Discount,USSD,0.5586335817704784,0.1,Premium
5954-BDFSG,loyalty_reward,High Value Active,Loyal Customers,0.00198552873916924,0.5573382465892405,Platinum,Exclusive Bundle Discount,USSD,0.5573382465892405,0.1,Premium
5663-QBGIS,loyalty_reward,High Value Active,Loyal Customers,0.0024754051119089127,0.5562472077178892,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5562472077178892,0.1,Premium
5839-SUYVZ,loyalty_reward,High Value Active,Champions,0.0021192419808357954,0.5561100699112042,Platinum,Exclusive Bundle Discount,USSD,0.5561100699112042,0.1,Premium
2746-DIJLO,loyalty_reward,High Value Active,Champions,0.0020579982083290815,0.5548506964149249,Platinum,Exclusive Bundle Discount,USSD,0.5548506964149249,0.1,Premium
5156-UMKOW,loyalty_reward,High Value Active,Champions,0.0033413453493267298,0.5536633799084502,Platinum,Exclusive Bundle Discount,USSD,0.5536633799084502,0.1,Premium
3411-WLRSQ,loyalty_reward,High Value Active,Champions,0.003053788561373949,0.553387643835505,Platinum,Exclusive Bundle Discount,USSD,0.553387643835505,0.1,Premium
3873-NFTGI,loyalty_reward,High Value Active,Champions,0.0030012535862624645,0.5531582890418577,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5531582890418577,0.1,Premium
8563-OYMQY,loyalty_reward,High Value Active,Loyal Customers,0.0024725806433707476,0.5527691277566062,Platinum,Exclusive Bundle Discount,USSD,0.5527691277566062,0.1,Premium
0716-BQNDX,loyalty_reward,High Value Active,Champions,0.004338186699897051,0.5527579748472272,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5527579748472272,0.1,Premium
2969-VAPYH,loyalty_reward,High Value Active,Loyal Customers,0.0032042055390775204,0.5514338970487291,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5514338970487291,0.1,Premium
8809-XKHMD,loyalty_reward,High Value Active,Loyal Customers,0.003880307311192155,0.5494482666753002,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5494482666753002,0.1,Premium
1926-QUZNN,loyalty_reward,High Value Active,Champions,0.002032114425674081,0.54907934633828,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.54907934633828,0.1,Premium
2240-HSJQD,loyalty_reward,High Value Active,Champions,0.003956290427595377,0.5453807290828614,Platinum,Exclusive Bundle Discount,USSD,0.5453807290828614,0.1,Premium
9938-ZREHM,loyalty_reward,High Value Active,Champions,0.0019358809804543853,0.5442681644262858,Platinum,Exclusive Bundle Discount,USSD,0.5442681644262858,0.1,Premium
6096-EGVTU,loyalty_reward,High Value Active,Loyal Customers,0.002965597901493311,0.541703281077505,Platinum,Exclusive Bundle Discount,USSD,0.541703281077505,0.1,Premium
2081-VEYEH,loyalty_reward,High Value Active,Loyal Customers,0.00762490788474679,0.5404787034106029,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5404787034106029,0.1,Premium
2796-NNUFI,loyalty_reward,High Value Active,Champions,0.005938233807682991,0.5389676964204081,Platinum,Exclusive Bundle Discount,USSD,0.5389676964204081,0.1,Premium
8788-DOXSU,loyalty_reward,Price Sensitive,Loyal Customers,0.008535053580999374,0.5383982445353518,Platinum,Exclusive Bundle Discount,USSD,0.5383982445353518,0.1,Premium
6061-GWWAV,loyalty_reward,High Value Active,Champions,0.002353361574932933,0.5344045564490297,Platinum,Exclusive Bundle Discount,USSD,0.5344045564490297,0.1,Premium
5414-OFQCB,loyalty_reward,High Value Active,Champions,0.0025682272389531136,0.5324138311502263,Platinum,Exclusive Bundle Discount,USSD,0.5324138311502263,0.1,Premium
7426-RHZGU,loyalty_reward,High Value Active,Champions,0.003552505746483803,0.5254558144086138,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5254558144086138,0.1,Premium
0234-TEVTT,loyalty_reward,High Value Active,Loyal Customers,0.005742550361901522,0.52517660634864,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.52517660634864,0.1,Premium
2853-CWQFQ,loyalty_reward,High Value Active,Loyal Customers,0.014062424190342426,0.5193629847613714,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5193629847613714,0.1,Premium
7315-WYOAW,loyalty_reward,High Value Active,Loyal Customers,0.0560164749622345,0.5192052660841214,Platinum,Exclusive Bundle Discount,USSD,0.5192052660841214,0.1,Premium
5692-ICXLW,loyalty_reward,High Value Active,Champions,0.005588027648627758,0.5170249454967428,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5170249454967428,0.1,Premium
9150-HEPMB,loyalty_reward,High Value Active,Loyal Customers,0.002338383113965392,0.5118371018118851,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.5118371018118851,0.1,Premium
1174-FGIFN,loyalty_reward,High Value Active,Champions,0.002167631173506379,0.5115330740167073,Platinum,Exclusive Bundle Discount,USSD,0.5115330740167073,0.1,Premium
4724-WXVWF,loyalty_reward,High Value Active,Champions,0.0026767791714519262,0.4981314514183713,Platinum,Exclusive Bundle Discount,OUTBOUND_CALL,0.4981314514183713,0.03,Premium
6518-PPLMZ,loyalty_reward,Rising Stars,Loyal Customers,0.0056674969382584095,0.4978926213921733,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4978926213921733,0.03,Premium
9798-DRYDS,loyalty_reward,High Value Active,Loyal Customers,0.003680552588775754,0.494805160813509,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.494805160813509,0.03,Premium
9617-INGJY,loyalty_reward,High Value Active,Champions,0.008495575748383999,0.494425025926056,Platinum,Exclusive Bundle Discount,USSD,0.494425025926056,0.03,Premium
4660-IRIBM,loyalty_reward,Price Sensitive,Loyal Customers,0.007922609336674213,0.48909285422022375,Platinum,Exclusive Bundle Discount,USSD,0.48909285422022375,0.03,Premium
7968-QUXNS,loyalty_reward,High Value Active,Loyal Customers,0.005053897388279438,0.48882246638777727,Platinum,Exclusive Bundle Discount,USSD,0.48882246638777727,0.03,Premium
8592-PLTMQ,loyalty_reward,High Value Active,Champions,0.0021542124450206757,0.4851918392023203,Platinum,Exclusive Bundle Discount,USSD,0.4851918392023203,0.03,Premium
6188-UXBBR,loyalty_reward,High Value Active,Loyal Customers,0.0023950771428644657,0.484464651084705,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.484464651084705,0.03,Premium
4024-CSNBY,loyalty_reward,High Value Active,Loyal Customers,0.00205378164537251,0.48154094986165236,Platinum,Exclusive Bundle Discount,USSD,0.48154094986165236,0.03,Premium
9818-XQCUV,loyalty_reward,Price Sensitive,Loyal Customers,0.011023296974599361,0.4809043445400835,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4809043445400835,0.03,Premium
5118-MUEYH,loyalty_reward,High Value Active,Champions,0.0020364299416542053,0.47984227192848966,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.47984227192848966,0.03,Premium
9931-KGHOA,loyalty_reward,High Value Active,Champions,0.004739708267152309,0.4785997735112364,Platinum,Exclusive Bundle Discount,USSD,0.4785997735112364,0.03,Premium
1480-BKXGA,loyalty_reward,High Value Active,Champions,0.002172551117837429,0.4750603376702284,Platinum,Exclusive Bundle Discount,USSD,0.4750603376702284,0.03,Premium
9143-CANJF,loyalty_reward,High Value Active,Loyal Customers,0.0034379111602902412,0.4738483309029913,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4738483309029913,0.03,Premium
8780-RSYYU,loyalty_reward,High Value Active,Champions,0.0049086376093328,0.47350933597524236,Platinum,Exclusive Bundle Discount,USSD,0.47350933597524236,0.03,Premium
1775-KWJKQ,loyalty_reward,High Value Active,Loyal Customers,0.0033497274853289127,0.47208114314724514,Platinum,Exclusive Bundle Discount,USSD,0.47208114314724514,0.03,Premium
8630-QSGXK,loyalty_reward,High Value Active,Loyal Customers,0.005565476603806019,0.47132875331650353,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.47132875331650353,0.03,Premium
3638-VBZTA,loyalty_reward,High Value Active,Champions,0.0024166752118617296,0.47095982082441723,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.47095982082441723,0.03,Premium
3521-MNKLV,loyalty_reward,High Value Active,Loyal Customers,0.002957119606435299,0.4709322221440653,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4709322221440653,0.03,Premium
6408-WHTEF,loyalty_reward,Price Sensitive,Loyal Customers,0.003238788340240717,0.4708578666100433,Platinum,Exclusive Bundle Discount,USSD,0.4708578666100433,0.03,Premium
7989-AWGEH,loyalty_reward,High Value Active,Champions,0.004707322455942631,0.47067701003698315,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.47067701003698315,0.03,Premium
4393-GEADV,loyalty_reward,High Value Active,Champions,0.0024765743874013424,0.4706727396100991,Platinum,Exclusive Bundle Discount,USSD,0.4706727396100991,0.03,Premium
7649-SIJJF,loyalty_reward,High Value Active,Champions,0.0017374965827912092,0.46852163123521134,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.46852163123521134,0.03,Premium
2193-SFWQW,loyalty_reward,High Value Active,Loyal Customers,0.003518708748742938,0.46807550722101304,Platinum,Exclusive Bundle Discount,USSD,0.46807550722101304,0.03,Premium
8780-IHCRN,loyalty_reward,High Value Active,Champions,0.0024712393060326576,0.46698377630566773,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.46698377630566773,0.03,Premium
0336-KXKFK,loyalty_reward,High Value Active,Champions,0.00314234453253448,0.46448124591320844,Platinum,Exclusive Bundle Discount,USSD,0.46448124591320844,0.03,Premium
7340-KEFQE,loyalty_reward,High Value Active,Champions,0.0037998994812369347,0.46361297220456593,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.46361297220456593,0.03,Premium
5802-ADBRC,loyalty_reward,Price Sensitive,Loyal Customers,0.001854450791142881,0.46233254322603734,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.46233254322603734,0.03,Premium
4654-DLAMQ,loyalty_reward,High Value Active,Loyal Customers,0.00223369593732059,0.4618115118567679,Platinum,Exclusive Bundle Discount,USSD,0.4618115118567679,0.03,Premium
9073-ZZIAY,loyalty_reward,High Value Active,Loyal Customers,0.0035668262280523777,0.46137190301670106,Platinum,Exclusive Bundle Discount,USSD,0.46137190301670106,0.03,Premium
7670-ZBPOQ,loyalty_reward,High Value Active,Champions,0.0025047329254448414,0.46130704451207327,Platinum,Exclusive Bundle Discount,USSD,0.46130704451207327,0.03,Premium
1200-TUZHR,loyalty_reward,High Value Active,Champions,0.0032281687017530203,0.4612080141499753,Platinum,Exclusive Bundle Discount,USSD,0.4612080141499753,0.03,Premium
7997-EASSD,loyalty_reward,High Value Active,Loyal Customers,0.00281246704980731,0.46105093877668285,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.46105093877668285,0.03,Premium
8295-KMENE,loyalty_reward,High Value Active,Champions,0.0019002624321728945,0.46008362447831264,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.46008362447831264,0.03,Premium
2530-FMFXO,loyalty_reward,High Value Active,Champions,0.0031880810856819153,0.4594269531130783,Platinum,Exclusive Bundle Discount,USSD,0.4594269531130783,0.03,Premium
2842-BCQGE,loyalty_reward,High Value Active,Loyal Customers,0.0032250031363219023,0.45884377406314725,Platinum,Exclusive Bundle Discount,USSD,0.45884377406314725,0.03,Premium
1403-LKLIK,loyalty_reward,Rising Stars,Loyal Customers,0.007267262786626816,0.45745587510224933,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.45745587510224933,0.03,Premium
4801-JZAZL,loyalty_reward,At Risk Heavyweights,Loyal Customers,0.005336648318916559,0.4567079718157253,Platinum,Exclusive Bundle Discount,USSD,0.4567079718157253,0.03,Premium
0969-RGKCU,loyalty_reward,High Value Active,Loyal Customers,0.005008354317396879,0.45435600587705366,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.45435600587705366,0.03,Premium
0305-SQECB,loyalty_reward,High Value Active,Loyal Customers,0.006453936919569969,0.4534470952068273,Platinum,Exclusive Bundle Discount,OUTBOUND_CALL,0.4534470952068273,0.03,Premium
2800-QQUSO,loyalty_reward,High Value Active,Loyal Customers,0.002344070002436638,0.4514928095170238,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4514928095170238,0.03,Premium
2277-AXSDC,loyalty_reward,High Value Active,Champions,0.008525664918124676,0.4502588486600655,Platinum,Exclusive Bundle Discount,USSD,0.4502588486600655,0.03,Premium
3067-SVMTC,loyalty_reward,High Value Active,Loyal Customers,0.0035576694644987583,0.4501448123710693,Platinum,Exclusive Bundle Discount,USSD,0.4501448123710693,0.03,Premium
3030-YDNRM,loyalty_reward,High Value Active,Loyal Customers,0.003680352820083499,0.4496881126627032,Platinum,Exclusive Bundle Discount,USSD,0.4496881126627032,0.03,Premium
8212-DJRCH,loyalty_reward,High Value Active,Champions,0.003059695241972804,0.44934960755433284,Platinum,Exclusive Bundle Discount,USSD,0.44934960755433284,0.03,Premium
0455-ENTCR,loyalty_reward,High Value Active,Champions,0.0020960604306310415,0.4487491751789139,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4487491751789139,0.03,Premium
7163-OCEQI,loyalty_reward,Price Sensitive,Loyal Customers,0.004674719646573067,0.4486983354234258,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4486983354234258,0.03,Premium
7102-JJVTX,loyalty_reward,High Value Active,Loyal Customers,0.003223902778699994,0.44826275588716147,Platinum,Exclusive Bundle Discount,USSD,0.44826275588716147,0.03,Premium
9786-IJYDL,loyalty_reward,High Value Active,Loyal Customers,0.004938294645398855,0.44704541544369336,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.44704541544369336,0.03,Premium
0508-OOLTO,loyalty_reward,High Value Active,Loyal Customers,0.12487879395484924,0.44694476931877336,Platinum,Exclusive Bundle Discount,USSD,0.44694476931877336,0.03,Premium
0308-GIQJT,loyalty_reward,High Value Active,Loyal Customers,0.004146255552768707,0.4468595257109982,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4468595257109982,0.03,Premium
9821-BESNZ,loyalty_reward,High Value Active,Champions,0.0022830627858638763,0.44610611789760196,Platinum,Exclusive Bundle Discount,USSD,0.44610611789760196,0.03,Premium
5678-VFNEQ,loyalty_reward,High Value Active,Champions,0.002434600843116641,0.4455855052832264,Platinum,Exclusive Bundle Discount,USSD,0.4455855052832264,0.03,Premium
1170-SASML,loyalty_reward,High Value Active,Loyal Customers,0.009827159345149994,0.44462172209869627,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.44462172209869627,0.03,Premium
0201-MIBOL,loyalty_reward,Loyal But Declining,Loyal Customers,0.012945271097123623,0.44394941973453406,Platinum,Exclusive Bundle Discount,USSD,0.44394941973453406,0.03,Premium
4002-BQWPQ,loyalty_reward,High Value Active,Loyal Customers,0.002640399383381009,0.44137110293974824,Platinum,Exclusive Bundle Discount,USSD,0.44137110293974824,0.03,Premium
0916-QOFDP,loyalty_reward,High Value Active,Champions,0.004123494494706392,0.4370054926071143,Platinum,Exclusive Bundle Discount,USSD,0.4370054926071143,0.03,Premium
7799-LGRDP,loyalty_reward,Price Sensitive,Loyal Customers,0.020457906648516655,0.4369197869663765,Platinum,Exclusive Bundle Discount,USSD,0.4369197869663765,0.03,Premium
6075-SLNIL,loyalty_reward,High Value Active,Loyal Customers,0.0035872396547347307,0.4361075582123052,Platinum,Exclusive Bundle Discount,USSD,0.4361075582123052,0.03,Premium
1293-BSEUN,loyalty_reward,Price Sensitive,Loyal Customers,0.006319665350019932,0.4359479470583789,Platinum,Exclusive Bundle Discount,USSD,0.4359479470583789,0.03,Premium
1325-USMEC,loyalty_reward,High Value Active,Loyal Customers,0.012704872526228428,0.4357686375109142,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4357686375109142,0.03,Premium
2892-GESUL,loyalty_reward,Rising Stars,Loyal Customers,0.006063008215278387,0.43354128686322685,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.43354128686322685,0.03,Premium
6559-RAKOZ,loyalty_reward,Price Sensitive,Loyal Customers,0.009584366343915462,0.43200949503070096,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.43200949503070096,0.03,Premium
3688-FTHLT,loyalty_reward,High Value Active,Champions,0.001747160218656063,0.43050831414803137,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.43050831414803137,0.03,Premium
1104-TNLZA,loyalty_reward,High Value Active,Loyal Customers,0.0026993462815880775,0.4274571906379769,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4274571906379769,0.03,Premium
8565-HBFNN,loyalty_reward,High Value Active,Loyal Customers,0.002636970952153206,0.41985424258299364,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.41985424258299364,0.03,Premium
3889-VWBID,loyalty_reward,High Value Active,Loyal Customers,0.0022838448639959097,0.4179629498430585,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4179629498430585,0.03,Premium
6267-DCFFZ,loyalty_reward,High Value Active,Loyal Customers,0.0035729154478758574,0.4055013601925628,Platinum,Exclusive Bundle Discount,PUSH_NOTIFICATION,0.4055013601925628,0.03,Premium
8963-MQVYN,loyalty_reward,High Value Active,Loyal Customers,0.003395776031538844,0.4046736861734698,Platinum,Exclusive Bundle Discount,USSD,0.4046736861734698,0.03,Premium
0191-ZHSKZ,loyalty_reward,High Value Active,Loyal Customers,0.03839520737528801,0.40409789127134754,Platinum,Exclusive Bundle Discount,USSD,0.40409789127134754,0.03,Premium
