customer_id,campaign_name,segment_label,rfm_segment,churn_risk_score,propensity_score,clv_tier,recommended_offer,recommended_channel,priority_score,estimated_response_rate,retention_budget
6259-WJQLC,reactivation,Price Sensitive,Hibernating,0.015204469673335552,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8261640798226164,0.35,Premium
3521-MNKLV,reactivation,High Value Active,Loyal Customers,0.002957119606435299,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8261640798226164,0.35,Premium
4029-HPFVY,reactivation,Price Sensitive,Hibernating,0.042693883180618286,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.821729490022173,0.35,Premium
1325-USMEC,reactivation,High Value Active,Loyal Customers,0.012704872526228428,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.821729490022173,0.35,Premium
3030-YDNRM,reactivation,High Value Active,Loyal Customers,0.003680352820083499,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.821729490022173,0.35,Premium
2192-OZITF,reactivation,Price Sensitive,Hibernating,0.0034036298748105764,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.821729490022173,0.35,Premium
6769-DYBQN,reactivation,Dormant,Hibernating,0.7896294593811035,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.821729490022173,0.35,Standard
6188-UXBBR,reactivation,High Value Active,Loyal Customers,0.0023950771428644657,0.96,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8207893569844789,0.35,Premium
3282-ZISZV,reactivation,Loyal But Declining,Hibernating,0.022237036377191544,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8187294900221729,0.35,Premium
4801-JZAZL,reactivation,At Risk Heavyweights,Loyal Customers,0.005336648318916559,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8187294900221729,0.35,Premium
7416-CKTEP,reactivation,Rising Stars,Hibernating,0.008264454081654549,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8172949002217295,0.35,Premium
9073-ZZIAY,reactivation,High Value Active,Loyal Customers,0.0035668262280523777,0.975,Platinum,Welcome Back: 2x data for 7 days,USSD,0.8111640798226164,0.35,Premium
8565-HBFNN,reactivation,High Value Active,Loyal Customers,0.002636970952153206,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7977827050997782,0.35,Premium
5593-SUAOO,reactivation,High Value Active,Hibernating,0.028882011771202087,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7977827050997782,0.35,Premium
2521-NPUZR,reactivation,Loyal But Declining,Hibernating,0.015960784628987312,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7951219512195122,0.35,Premium
9522-BNTHX,reactivation,At Risk Heavyweights,At Risk,0.015937501564621925,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7951219512195122,0.35,Premium
2265-CYWIV,reactivation,Dormant,Hibernating,0.9612781405448914,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7862527716186253,0.35,Standard
7794-JASDG,reactivation,High Value Active,Hibernating,0.008540202863514423,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7862527716186253,0.35,Premium
4501-UYKBC,reactivation,Price Sensitive,Loyal Customers,0.0028825292829424143,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7809312638580931,0.35,Premium
4504-YOULA,reactivation,High Value Active,Hibernating,0.006741358432918787,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7782705099778271,0.35,Premium
0661-KBKPA,reactivation,Loyal But Declining,Hibernating,0.009857057593762875,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7773835920177383,0.35,Premium
2886-KEFUM,reactivation,Loyal But Declining,Hibernating,0.9175740480422974,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7773835920177383,0.35,Standard
3665-JATSN,reactivation,At Risk Heavyweights,Hibernating,0.07670090347528458,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7773835920177383,0.35,Premium
2996-XAUVF,reactivation,At Risk Heavyweights,Hibernating,0.08910416811704636,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7773835920177383,0.35,Premium
7544-ZVIKX,reactivation,Loyal But Declining,Hibernating,0.025459859520196915,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7773835920177383,0.35,Premium
0750-EKNGL,reactivation,Price Sensitive,Loyal Customers,0.0063780443742871284,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7743835920177383,0.35,Premium
5174-ITUMV,reactivation,Loyal But Declining,Loyal Customers,0.017436929047107697,0.99,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7731574279379158,0.35,Premium
3594-UVONA,reactivation,Loyal But Declining,Loyal Customers,0.8593584895133972,0.965,Gold,Welcome Back: 2x data for 7 days,USSD,0.7723481152993348,0.35,Standard
7233-DRTRF,reactivation,High Value Active,Loyal Customers,0.004016119986772537,0.99,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7713835920177383,0.35,Premium
6260-XLACS,reactivation,Rising Stars,Loyal Customers,0.04152635484933853,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7683835920177383,0.35,Premium
9720-JJJOR,reactivation,Loyal But Declining,Loyal Customers,0.1450328379869461,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7683835920177383,0.35,Premium
5442-BXVND,reactivation,High Value Active,Loyal Customers,0.0021625987719744444,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7664013303769401,0.35,Premium
4929-BSTRX,reactivation,Rising Stars,Loyal Customers,0.984588086605072,0.995,Silver,Welcome Back: 2x data for 7 days,USSD,0.763740576496674,0.35,Basic
5781-BKHOP,reactivation,High Value Active,Loyal Customers,0.002132084220647812,0.975,Platinum,Welcome Back: 2x data for 7 days,USSD,0.763270509977827,0.35,Premium
9281-CEDRU,reactivation,Loyal But Declining,Loyal Customers,0.010358473286032677,0.975,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7623835920177383,0.35,Premium
9799-CAYJJ,reactivation,High Value Active,Loyal Customers,0.3123408854007721,0.97,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7593835920177383,0.35,Premium
0471-LVHGK,reactivation,High Value Active,Loyal Customers,0.7571159601211548,0.98,Gold,Welcome Back: 2x data for 7 days,USSD,0.7565144124168515,0.35,Standard
6904-JLBGY,reactivation,Loyal But Declining,Loyal Customers,0.005158193875104189,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.752549889135255,0.35,Premium
1023-BQXZE,reactivation,Price Sensitive,Hibernating,0.0038224367890506983,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7507760532150776,0.35,Premium
0383-CLDDA,reactivation,Loyal But Declining,Hibernating,0.010260037146508694,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7507760532150776,0.35,Premium
3943-KDREE,reactivation,Dormant,Hibernating,0.924677848815918,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.7507760532150776,0.35,Basic
5995-WWKKG,reactivation,High Value Active,Loyal Customers,0.0023316536098718643,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.749549889135255,0.35,Premium
9715-WZCLW,reactivation,Loyal But Declining,At Risk,0.0042847320437431335,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7463414634146341,0.35,Premium
1682-VCOIO,reactivation,Rising Stars,Loyal Customers,0.02743219956755638,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7463414634146341,0.35,Premium
3761-FLYZI,reactivation,Loyal But Declining,Loyal Customers,0.0038493487518280745,0.99,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7447760532150776,0.35,Premium
6980-CDGFC,reactivation,Price Sensitive,Loyal Customers,0.015065785497426987,0.945,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7443835920177383,0.35,Premium
7696-CFTAT,reactivation,Rising Stars,Hibernating,0.0039009617175906897,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.743680709534368,0.35,Premium
2188-SXWVT,reactivation,Price Sensitive,Hibernating,0.023868724703788757,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.743680709534368,0.35,Premium
4324-AHJKS,reactivation,Dormant,Hibernating,0.020082496106624603,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7427937915742794,0.35,Premium
2135-DQWAQ,reactivation,Price Sensitive,Hibernating,0.16980409622192383,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7419068736141907,0.35,Premium
7018-FPXHH,reactivation,Loyal But Declining,Hibernating,0.003945764619857073,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7419068736141907,0.35,Premium
6261-LHRTG,reactivation,Dormant,Hibernating,0.7539569139480591,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7419068736141907,0.35,Standard
2252-ISRNH,reactivation,Dormant,Hibernating,0.008275740779936314,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7374722838137472,0.35,Premium
5013-SBUIH,reactivation,Loyal But Declining,Hibernating,0.8020839691162109,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7374722838137472,0.35,Standard
5777-KJIRB,reactivation,Rising Stars,Hibernating,0.07667180150747299,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7348115299334812,0.35,Premium
7156-MHUGY,reactivation,Dormant,Loyal Customers,0.6186277866363525,0.995,Gold,Welcome Back: 2x data for 7 days,USSD,0.7344722838137472,0.35,Standard
6705-LXORM,reactivation,Dormant,Hibernating,0.0419362336397171,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
2107-FBPTK,reactivation,Dormant,Hibernating,0.2754727602005005,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Standard
1576-PFZIW,reactivation,Loyal But Declining,Hibernating,0.02360542118549347,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
6867-ACCZI,reactivation,At Risk Heavyweights,Hibernating,0.034570734947919846,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
6746-WAUWT,reactivation,Rising Stars,Hibernating,0.04425745829939842,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
4910-GMJOT,reactivation,Dormant,Hibernating,0.9623122811317444,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Basic
0485-ZBSLN,reactivation,Rising Stars,Hibernating,0.0800355076789856,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
4760-XOHVN,reactivation,Dormant,Hibernating,0.8560371994972229,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Basic
7638-QVMVY,reactivation,Dormant,Hibernating,0.9747398495674133,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Basic
8535-SFUTN,reactivation,Price Sensitive,Hibernating,0.24591565132141113,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Standard
4505-EXZHB,reactivation,Dormant,Hibernating,0.9638566374778748,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Basic
4456-RHSNB,reactivation,Dormant,Hibernating,0.07714641839265823,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
4446-BZKHU,reactivation,Loyal But Declining,Hibernating,0.4889831840991974,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Standard
2211-RMNHO,reactivation,Loyal But Declining,Hibernating,0.011819467879831791,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
0264-CNITK,reactivation,Rising Stars,Hibernating,0.021495450288057327,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7330376940133038,0.35,Premium
8917-SZTTJ,reactivation,Price Sensitive,Loyal Customers,0.006398062687367201,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7318115299334811,0.35,Premium
2501-XWWTZ,reactivation,Rising Stars,Loyal Customers,0.006853835191577673,0.99,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7314722838137472,0.35,Premium
8249-THVEC,reactivation,Rising Stars,Loyal Customers,0.004488844890147448,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7302461197339246,0.35,Premium
0219-QAERP,reactivation,Rising Stars,Loyal Customers,0.04867054522037506,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7300376940133038,0.35,Premium
3345-PBBFH,reactivation,Rising Stars,Loyal Customers,0.05770789459347725,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7300376940133038,0.35,Premium
8910-ICHIU,reactivation,Loyal But Declining,Loyal Customers,0.01067348662763834,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7300376940133038,0.35,Premium
5117-IFGPS,reactivation,Rising Stars,Loyal Customers,0.05022185668349266,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7300376940133038,0.35,Premium
7815-PDTHL,reactivation,Rising Stars,Hibernating,0.01830437034368515,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7300376940133038,0.35,Premium
0742-LAFQK,reactivation,Loyal But Declining,Loyal Customers,0.08573805540800095,0.99,Gold,Welcome Back: 2x data for 7 days,USSD,0.7279246119733924,0.35,Standard
9512-UIBFX,reactivation,Rising Stars,Loyal Customers,0.8533557057380676,0.995,Gold,Welcome Back: 2x data for 7 days,USSD,0.7273769401330377,0.35,Standard
8573-CGOCC,reactivation,Price Sensitive,Hibernating,0.018399778753519058,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7258115299334811,0.35,Premium
1131-ALZWV,reactivation,Price Sensitive,Loyal Customers,0.007525342982262373,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7241685144124168,0.35,Premium
4324-BZCKL,reactivation,Rising Stars,Loyal Customers,0.012887177057564259,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7240376940133038,0.35,Premium
3466-RITXD,reactivation,Loyal But Declining,Loyal Customers,0.029742762446403503,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7240376940133038,0.35,Premium
5777-ZPQNC,reactivation,Rising Stars,Loyal Customers,0.009856931865215302,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7240376940133038,0.35,Premium
3387-VATUS,reactivation,Dormant,Loyal Customers,0.9596133828163147,0.99,Silver,Welcome Back: 2x data for 7 days,USSD,0.723490022172949,0.35,Basic
2952-QAYZF,reactivation,High Value Active,Loyal Customers,0.9447138905525208,0.935,Gold,Welcome Back: 2x data for 7 days,USSD,0.7233059866962307,0.35,Standard
3865-QBWSJ,reactivation,Rising Stars,Loyal Customers,0.006688271649181843,0.98,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7219246119733924,0.35,Premium
1548-ARAGG,reactivation,Rising Stars,Loyal Customers,0.007641566451638937,0.98,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7210376940133038,0.35,Premium
9050-IKDZA,reactivation,Price Sensitive,Loyal Customers,0.01877824403345585,0.94,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7209844789356984,0.35,Premium
2740-TVLFN,reactivation,Rising Stars,Loyal Customers,0.20934909582138062,0.975,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7198115299334811,0.35,Premium
9318-NKNFC,reactivation,Rising Stars,Loyal Customers,0.9299356341362,0.995,Silver,Welcome Back: 2x data for 7 days,USSD,0.7185077605321508,0.35,Basic
6338-AVWCY,reactivation,Price Sensitive,Hibernating,0.9636437892913818,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.71529933481153,0.35,Basic
1839-UMACK,reactivation,Rising Stars,Loyal Customers,0.022329283878207207,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.71529933481153,0.35,Premium
7353-YOWFP,reactivation,Rising Stars,Hibernating,0.09106418490409851,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.71529933481153,0.35,Premium
7138-GIRSH,reactivation,High Value Active,Loyal Customers,0.003136864397674799,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.71229933481153,0.35,Premium
7811-JIVPF,reactivation,Rising Stars,Loyal Customers,0.014264182187616825,0.965,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7120376940133037,0.35,Premium
9577-WJVCQ,reactivation,High Value Active,Loyal Customers,0.002423508558422327,0.99,Platinum,Welcome Back: 2x data for 7 days,USSD,0.70929933481153,0.35,Premium
5447-VYTKW,reactivation,High Value Active,Hibernating,0.0036127918865531683,0.99,Platinum,Welcome Back: 2x data for 7 days,USSD,0.70929933481153,0.35,Premium
0281-CNTZX,reactivation,Rising Stars,Hibernating,0.011820620857179165,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7082039911308204,0.35,Premium
6502-HCJTI,reactivation,Price Sensitive,Hibernating,0.8705518245697021,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.7082039911308204,0.35,Basic
5207-PLSTK,reactivation,High Value Active,Loyal Customers,0.016352441161870956,0.855,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7081219512195123,0.35,Premium
3648-GZPHF,reactivation,Price Sensitive,Loyal Customers,0.0062696621753275394,0.95,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7074722838137472,0.35,Premium
4732-RRJZC,reactivation,Price Sensitive,Hibernating,0.013467121869325638,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Premium
8663-UPDGF,reactivation,High Value Active,Loyal Customers,0.016116328537464142,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Premium
4628-WQCQQ,reactivation,Dormant,Hibernating,0.8202975392341614,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Basic
1385-TQOZW,reactivation,Rising Stars,Loyal Customers,0.043823011219501495,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Premium
8466-PZBLH,reactivation,Loyal But Declining,Hibernating,0.01852133683860302,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Standard
0674-GCDXG,reactivation,Loyal But Declining,Loyal Customers,0.004929623566567898,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Premium
0980-FEXWF,reactivation,Rising Stars,Hibernating,0.018356194719672203,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Standard
7560-QJAVJ,reactivation,Loyal But Declining,Hibernating,0.022651996463537216,1.0,Platinum,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Premium
5066-GFJMM,reactivation,Rising Stars,Hibernating,0.08337609469890594,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Standard
1744-JHKYS,reactivation,Dormant,Lost Customers,0.19201891124248505,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Standard
6345-ULYRW,reactivation,Loyal But Declining,Hibernating,0.07090026140213013,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.706430155210643,0.35,Standard
3096-GKWEB,reactivation,Dormant,Loyal Customers,0.9655782580375671,0.995,Silver,Welcome Back: 2x data for 7 days,USSD,0.7043170731707317,0.35,Basic
5844-QVTAT,reactivation,Price Sensitive,Hibernating,0.06221955642104149,0.995,Gold,Welcome Back: 2x data for 7 days,USSD,0.7043170731707317,0.35,Standard
9067-SQTNS,reactivation,Rising Stars,At Risk,0.021553095430135727,0.995,Platinum,Welcome Back: 2x data for 7 days,USSD,0.703430155210643,0.35,Premium
0415-MOSGF,reactivation,Price Sensitive,Hibernating,0.9598830342292786,0.995,Silver,Welcome Back: 2x data for 7 days,USSD,0.703430155210643,0.35,Basic
7876-AEHIG,reactivation,At Risk Heavyweights,Hibernating,0.011551368981599808,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.7019955654101996,0.35,Standard
6621-NRZAK,reactivation,Rising Stars,Loyal Customers,0.005894054658710957,0.985,Platinum,Welcome Back: 2x data for 7 days,USSD,0.7018647450110864,0.35,Premium
1172-VIYBP,reactivation,Loyal But Declining,Hibernating,0.0463060587644577,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6993348115299335,0.35,Standard
7168-HDQHG,reactivation,Rising Stars,Hibernating,0.018564052879810333,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6993348115299335,0.35,Standard
9337-SRRNI,reactivation,Price Sensitive,At Risk,0.012702222913503647,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6984478935698448,0.35,Standard
2533-QVMSK,reactivation,Loyal But Declining,Hibernating,0.4442308247089386,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.6984478935698448,0.35,Basic
8158-WPEZG,reactivation,At Risk Heavyweights,Loyal Customers,0.027795983478426933,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6984478935698448,0.35,Standard
8063-GBATB,reactivation,Price Sensitive,Hibernating,0.7904879450798035,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Basic
9530-EHPOH,reactivation,Dormant,At Risk,0.9288535118103027,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Basic
0771-WLCLA,reactivation,Loyal But Declining,Hibernating,0.11306130886077881,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
0621-CXBKL,reactivation,Rising Stars,Hibernating,0.08877179771661758,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
5934-TSSAU,reactivation,Dormant,Lost Customers,0.028511280193924904,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
5578-NKCXI,reactivation,Loyal But Declining,Loyal Customers,0.014705035835504532,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
4450-YOOHP,reactivation,At Risk Heavyweights,Hibernating,0.03997982665896416,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
2809-ILCYT,reactivation,Price Sensitive,Hibernating,0.027030805125832558,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
4544-RXFMG,reactivation,Price Sensitive,Hibernating,0.005594387650489807,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
4832-VRBMR,reactivation,Loyal But Declining,Hibernating,0.0035572468768805265,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
3313-QKNKB,reactivation,Dormant,Hibernating,0.8219732046127319,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Basic
4957-TREIR,reactivation,Dormant,Hibernating,0.022880366072058678,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
8905-IAZPF,reactivation,Price Sensitive,At Risk,0.18454499542713165,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.697560975609756,0.35,Standard
2984-RGEYA,reactivation,Rising Stars,Loyal Customers,0.016935177147388458,0.98,Platinum,Welcome Back: 2x data for 7 days,USSD,0.6962039911308204,0.35,Premium
1193-RTSLK,reactivation,Loyal But Declining,Loyal Customers,0.9347428679466248,0.995,Silver,Welcome Back: 2x data for 7 days,USSD,0.6954478935698447,0.35,Basic
1208-DNHLN,reactivation,Dormant,Hibernating,0.6986514925956726,0.995,Gold,Welcome Back: 2x data for 7 days,USSD,0.694560975609756,0.35,Standard
6286-SUUWT,reactivation,Rising Stars,Hibernating,0.006862799171358347,0.995,Gold,Welcome Back: 2x data for 7 days,USSD,0.694560975609756,0.35,Standard
6485-QXWWE,reactivation,Rising Stars,Loyal Customers,0.020283060148358345,0.98,Platinum,Welcome Back: 2x data for 7 days,USSD,0.694430155210643,0.35,Premium
9281-PKKZE,reactivation,At Risk Heavyweights,Loyal Customers,0.0047909957356750965,0.99,Gold,Welcome Back: 2x data for 7 days,USSD,0.6942217294900221,0.35,Standard
3898-BSJYF,reactivation,Dormant,Lost Customers,0.02922842651605606,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Standard
6559-PDZLR,reactivation,Dormant,Hibernating,0.03978162631392479,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Standard
1421-HCERK,reactivation,Loyal But Declining,Hibernating,0.023677250370383263,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Standard
8337-UPOAQ,reactivation,Dormant,Hibernating,0.9638890624046326,1.0,Silver,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Basic
1241-FPMOF,reactivation,Rising Stars,Hibernating,0.022346256300807,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Standard
3407-JMJQQ,reactivation,Loyal But Declining,Hibernating,0.007173257414251566,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Standard
5046-NUHWD,reactivation,At Risk Heavyweights,Hibernating,0.48079681396484375,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.6931263858093126,0.35,Standard
5186-EJEGL,reactivation,High Value Active,Hibernating,0.005640145856887102,1.0,Gold,Welcome Back: 2x data for 7 days,USSD,0.692239467849224,0.35,Standard
