customer_id,campaign_name,segment_label,rfm_segment,churn_risk_score,propensity_score,clv_tier,recommended_offer,recommended_channel,priority_score,estimated_response_rate,retention_budget
2003-CKLOR,churn_retention,Dormant,Lost Customers,0.9573938250541687,0.9573938250541687,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7370302458604177,0.35,Minimal
8634-CILSZ,churn_retention,Loyal But Declining,Lost Customers,0.9399569034576416,0.9399569034576416,Bronze,Standard Retention SMS,USSD,0.7366451183954874,0.35,Minimal
7549-MYGPK,churn_retention,Loyal But Declining,Loyal Customers,0.9724248051643372,0.9724248051643372,Bronze,Standard Retention SMS,SMS,0.7362124025821686,0.35,Minimal
7067-KSAZT,churn_retention,Loyal But Declining,Lost Customers,0.9592680335044861,0.9592680335044861,Bronze,Standard Retention SMS,USSD,0.7351895723077986,0.35,Minimal
2530-ENDWQ,churn_retention,Loyal But Declining,Loyal Customers,0.7684148550033569,0.7684148550033569,Silver,Loyalty Discount,USSD,0.7314296497239008,0.2,Basic
6899-PPEEA,churn_retention,Dormant,Hibernating,0.9556509852409363,0.9556509852409363,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.7306032703982459,0.35,Basic
9518-RWHZL,churn_retention,Dormant,Lost Customers,0.9497743248939514,0.9497743248939514,Bronze,Standard Retention SMS,SMS,0.7276649402247535,0.35,Minimal
3009-JWMPU,churn_retention,Dormant,Lost Customers,0.9574440717697144,0.9574440717697144,Bronze,Standard Retention SMS,USSD,0.7259442581070794,0.35,Minimal
8988-ECPJR,churn_retention,Dormant,At Risk,0.9622766375541687,0.9622766375541687,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.7255827632215288,0.35,Basic
1625-JAIIY,churn_retention,Dormant,Lost Customers,0.9226725697517395,0.9226725697517395,Bronze,Standard Retention SMS,USSD,0.7252251737647586,0.35,Minimal
3313-QKNKB,churn_retention,Dormant,Hibernating,0.8219732046127319,0.8219732046127319,Silver,Loyalty Discount,USSD,0.7248754911952549,0.35,Basic
6646-QVXLR,churn_retention,Price Sensitive,Hibernating,0.9548994302749634,0.9548994302749634,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7246719373597039,0.35,Minimal
3419-SNJJD,churn_retention,Dormant,Hibernating,0.9355356693267822,0.9355356693267822,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7233233902189466,0.35,Minimal
1193-RTSLK,churn_retention,Loyal But Declining,Loyal Customers,0.9347428679466248,0.9347428679466248,Silver,Loyalty Discount,USSD,0.7229269895288679,0.35,Basic
8327-LZKAS,churn_retention,Price Sensitive,Hibernating,0.9065250158309937,0.9065250158309937,Silver,Loyalty Discount,USSD,0.7227069523599413,0.35,Basic
5502-RLUYV,churn_retention,Loyal But Declining,Lost Customers,0.911969780921936,0.911969780921936,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7226515571276346,0.35,Minimal
7148-XZPHA,churn_retention,Dormant,Hibernating,0.8383599519729614,0.8383599519729614,Silver,Loyalty Discount,SMS,0.7219577537642585,0.35,Basic
2382-BCKQJ,churn_retention,Dormant,Lost Customers,0.9488072395324707,0.9488072395324707,Bronze,Standard Retention SMS,USSD,0.7216258419884576,0.35,Minimal
4913-EHYUI,churn_retention,Loyal But Declining,Hibernating,0.8314253687858582,0.8314253687858582,Silver,Loyalty Discount,USSD,0.7212682399484847,0.35,Basic
5469-CTCWN,churn_retention,Dormant,Lost Customers,0.9527810215950012,0.9527810215950012,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7208349552419451,0.35,Minimal
6179-GJPSO,churn_retention,Price Sensitive,Hibernating,0.9008565545082092,0.9008565545082092,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.7198727216985491,0.35,Basic
1555-DJEQW,churn_retention,Loyal But Declining,Lost Customers,0.9006748199462891,0.9006748199462891,Bronze,Standard Retention SMS,USSD,0.7197818544175889,0.35,Minimal
2325-ZUSFD,churn_retention,Loyal But Declining,Hibernating,0.6706351637840271,0.6706351637840271,Gold,Premium Retention Bundle,PUSH_NOTIFICATION,0.7186509152253469,0.2,Standard
7426-WEIJX,churn_retention,Dormant,Hibernating,0.9519702792167664,0.9519702792167664,Bronze,Standard Retention SMS,USSD,0.7176518062750499,0.35,Minimal
9896-UYMIE,churn_retention,Loyal But Declining,Lost Customers,0.9184581637382507,0.9184581637382507,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7175624152024587,0.35,Minimal
0471-LVHGK,churn_retention,High Value Active,Loyal Customers,0.7571159601211548,0.7571159601211548,Gold,Premium Retention Bundle,USSD,0.7174468689494663,0.2,Standard
6032-KRXXO,churn_retention,Dormant,Lost Customers,0.9678722620010376,0.9678722620010376,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.7172694643338522,0.35,Basic
2265-CYWIV,churn_retention,Dormant,Hibernating,0.9612781405448914,0.9612781405448914,Gold,Premium Retention Bundle,PUSH_NOTIFICATION,0.7167501813835567,0.35,Standard
1485-YDHMM,churn_retention,Loyal But Declining,Hibernating,0.8442153334617615,0.8442153334617615,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.7165521111753252,0.35,Basic
1343-EHPYB,churn_retention,Loyal But Declining,Loyal Customers,0.9313910603523254,0.9313910603523254,Bronze,Standard Retention SMS,USSD,0.7156955301761627,0.35,Minimal
1891-FZYSA,churn_retention,Dormant,Lost Customers,0.8940691947937012,0.8940691947937012,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7137012640635172,0.35,Minimal
0596-BQCEQ,churn_retention,Loyal But Declining,Loyal Customers,0.9327698349952698,0.9327698349952698,Bronze,Standard Retention SMS,USSD,0.7136071397198571,0.35,Minimal
9614-RMGHA,churn_retention,Loyal But Declining,Loyal Customers,0.9158033728599548,0.9158033728599548,Bronze,Standard Retention SMS,USSD,0.713457241985533,0.35,Minimal
9572-MTILT,churn_retention,Loyal But Declining,Lost Customers,0.9477704167366028,0.9477704167366028,Bronze,Standard Retention SMS,USSD,0.7127740972571902,0.35,Minimal
2239-JALAW,churn_retention,Dormant,Lost Customers,0.9522806406021118,0.9522806406021118,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.712251431412167,0.35,Minimal
9600-UDOPK,churn_retention,Dormant,Lost Customers,0.9568220376968384,0.9568220376968384,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.7117443521817526,0.35,Basic
1450-SKCVI,churn_retention,Dormant,Hibernating,0.9618638753890991,0.9618638753890991,Bronze,Standard Retention SMS,USSD,0.7114874932501051,0.35,Minimal
2952-QAYZF,churn_retention,High Value Active,Loyal Customers,0.9447138905525208,0.9447138905525208,Gold,Premium Retention Bundle,PUSH_NOTIFICATION,0.7112458341651492,0.35,Standard
2519-FAKOD,churn_retention,Loyal But Declining,Loyal Customers,0.9098361134529114,0.9098361134529114,Silver,Loyalty Discount,USSD,0.7104736122820112,0.35,Basic
6646-VRFOL,churn_retention,Dormant,Lost Customers,0.9749705791473389,0.9749705791473389,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7097075117958916,0.35,Minimal
0531-ZZJWQ,churn_retention,Dormant,Lost Customers,0.9631242752075195,0.9631242752075195,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7093399153815375,0.35,Minimal
0946-CLJTI,churn_retention,Dormant,Hibernating,0.9454688429832458,0.9454688429832458,Bronze,Standard Retention SMS,USSD,0.708845532602734,0.35,Minimal
9835-ZIITK,churn_retention,Loyal But Declining,At Risk,0.9004553556442261,0.9004553556442261,Bronze,Standard Retention SMS,USSD,0.7085610111554463,0.35,Minimal
6987-XQSJT,churn_retention,Dormant,Lost Customers,0.9666907787322998,0.9666907787322998,Bronze,Standard Retention SMS,USSD,0.7083453893661499,0.35,Minimal
0310-MVLET,churn_retention,Dormant,Hibernating,0.9272884130477905,0.9272884130477905,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7080886509683397,0.35,Minimal
3886-CERTZ,churn_retention,Loyal But Declining,Lost Customers,0.8653284907341003,0.8653284907341003,Bronze,Standard Retention SMS,USSD,0.7076642453670501,0.35,Minimal
3791-LGQCY,churn_retention,Dormant,Lost Customers,0.9540702104568481,0.9540702104568481,Bronze,Standard Retention SMS,USSD,0.7075906607839796,0.35,Minimal
2659-VXMWZ,churn_retention,Loyal But Declining,Hibernating,0.8927863240242004,0.8927863240242004,Bronze,Standard Retention SMS,USSD,0.7075042731232113,0.35,Minimal
0895-DQHEW,churn_retention,Dormant,Hibernating,0.963316798210144,0.963316798210144,Bronze,Standard Retention SMS,SMS,0.706658399105072,0.35,Minimal
9600-NAXZN,churn_retention,Loyal But Declining,Loyal Customers,0.8735930323600769,0.8735930323600769,Silver,Loyalty Discount,USSD,0.7062409606244829,0.35,Basic
3571-RFHAR,churn_retention,Loyal But Declining,Loyal Customers,0.8998241424560547,0.8998241424560547,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7054676267835829,0.35,Minimal
3768-NLUBH,churn_retention,Dormant,Hibernating,0.9442542195320129,0.9442542195320129,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7054604430993398,0.35,Minimal
1264-BYWMS,churn_retention,Loyal But Declining,Loyal Customers,0.953001856803894,0.953001856803894,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7042787061797248,0.35,Minimal
6305-YLBMM,churn_retention,Loyal But Declining,Lost Customers,0.874940812587738,0.874940812587738,Bronze,Standard Retention SMS,USSD,0.7041370729605356,0.35,Minimal
9512-UIBFX,churn_retention,Rising Stars,Loyal Customers,0.8533557057380676,0.8533557057380676,Gold,Premium Retention Bundle,USSD,0.7016778528690338,0.35,Standard
9079-YEXQJ,churn_retention,Dormant,Lost Customers,0.9511491060256958,0.9511491060256958,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7005745530128479,0.35,Minimal
5385-SUIRI,churn_retention,Dormant,Lost Customers,0.962057888507843,0.962057888507843,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.700473388698366,0.35,Minimal
0486-HECZI,churn_retention,Dormant,Hibernating,0.9452847242355347,0.9452847242355347,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.7004201398955451,0.35,Minimal
0407-BDJKB,churn_retention,Loyal But Declining,Loyal Customers,0.9148362874984741,0.9148362874984741,Bronze,Standard Retention SMS,USSD,0.6990848104159038,0.35,Minimal
0406-BPDVR,churn_retention,Dormant,Lost Customers,0.9480381011962891,0.9480381011962891,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6990190505981445,0.35,Minimal
0843-WTBXE,churn_retention,Dormant,Lost Customers,0.9529348015785217,0.9529348015785217,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6986896230114831,0.35,Minimal
6270-OMFIW,churn_retention,Loyal But Declining,Hibernating,0.9139672517776489,0.9139672517776489,Bronze,Standard Retention SMS,USSD,0.6986502925554912,0.35,Minimal
2386-OWURY,churn_retention,Dormant,Hibernating,0.92464280128479,0.92464280128479,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6984325117535061,0.35,Minimal
6771-XWBDM,churn_retention,Dormant,Hibernating,0.9301510453224182,0.9301510453224182,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6984088559945424,0.35,Minimal
8651-ENBZX,churn_retention,Loyal But Declining,Hibernating,0.9130016565322876,0.9130016565322876,Bronze,Standard Retention SMS,USSD,0.6981674949328105,0.35,Minimal
1228-FZFRV,churn_retention,Dormant,Hibernating,0.9678400158882141,0.9678400158882141,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6978088968329959,0.35,Minimal
5828-DWPIL,churn_retention,Dormant,Hibernating,0.9001278281211853,0.9001278281211853,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6972861362828149,0.35,Minimal
8079-XRJRS,churn_retention,Dormant,Lost Customers,0.8822951316833496,0.8822951316833496,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6967031213972303,0.35,Minimal
0320-JDNQG,churn_retention,Loyal But Declining,Loyal Customers,0.9648114442825317,0.9648114442825317,Silver,Loyalty Discount,USSD,0.6962946110301548,0.35,Basic
3269-ATYWD,churn_retention,Loyal But Declining,Loyal Customers,0.7258146405220032,0.7258146405220032,Gold,Premium Retention Bundle,PUSH_NOTIFICATION,0.6962406535943348,0.2,Standard
0348-SDKOL,churn_retention,Dormant,Lost Customers,0.9199070930480957,0.9199070930480957,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6960646576351589,0.35,Minimal
0397-GZBBC,churn_retention,Dormant,Hibernating,0.913644015789032,0.913644015789032,Bronze,Standard Retention SMS,USSD,0.6957108967834048,0.35,Minimal
0748-RDGGM,churn_retention,Loyal But Declining,Lost Customers,0.8523342609405518,0.8523342609405518,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6956115749147203,0.35,Minimal
9601-BRXPO,churn_retention,Loyal But Declining,Loyal Customers,0.9522131085395813,0.9522131085395813,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.6955509987142351,0.35,Basic
8016-ZMGMO,churn_retention,Loyal But Declining,Hibernating,0.7222946286201477,0.7222946286201477,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.6944806476434072,0.2,Basic
5515-AKOAJ,churn_retention,Dormant,Hibernating,0.9386947154998779,0.9386947154998779,Bronze,Standard Retention SMS,USSD,0.6943473577499389,0.35,Minimal
2748-MYRVK,churn_retention,Loyal But Declining,Loyal Customers,0.8869357109069824,0.8869357109069824,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6934678554534912,0.35,Minimal
6961-VCPMC,churn_retention,Dormant,Lost Customers,0.9807953238487244,0.9807953238487244,Bronze,Standard Retention SMS,USSD,0.6931754397021399,0.35,Minimal
4484-GLZOU,churn_retention,Dormant,Lost Customers,0.9462108612060547,0.9462108612060547,Bronze,Standard Retention SMS,USSD,0.6925498750474718,0.35,Minimal
4433-JCGCG,churn_retention,Dormant,Hibernating,0.9791430234909058,0.9791430234909058,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6923492895232306,0.35,Minimal
0877-SDMBN,churn_retention,Dormant,Lost Customers,0.9346727132797241,0.9346727132797241,Bronze,Standard Retention SMS,USSD,0.692336356639862,0.35,Minimal
0533-BNWKF,churn_retention,Dormant,Lost Customers,0.9286158084869385,0.9286158084869385,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.692085682021247,0.35,Minimal
8444-WRIDW,churn_retention,Dormant,Hibernating,0.8667491674423218,0.8667491674423218,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6917079170544942,0.35,Minimal
7752-XUSCI,churn_retention,Dormant,Lost Customers,0.8989730477333069,0.8989730477333069,Bronze,Standard Retention SMS,USSD,0.6911531905333201,0.35,Minimal
5364-XYIRR,churn_retention,Dormant,Hibernating,0.9477173089981079,0.9477173089981079,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6905253211657206,0.35,Minimal
6425-YQLLO,churn_retention,Loyal But Declining,Lost Customers,0.8641276955604553,0.8641276955604553,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.690397181113561,0.35,Minimal
1323-OOEPC,churn_retention,Dormant,Hibernating,0.9358638525009155,0.9358638525009155,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.69015414847268,0.35,Minimal
6097-EQISJ,churn_retention,Price Sensitive,Hibernating,0.8631070256233215,0.8631070256233215,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6898868461449941,0.35,Minimal
4523-WXCEF,churn_retention,Dormant,Hibernating,0.9017786383628845,0.9017786383628845,Bronze,Standard Retention SMS,USSD,0.6897782080703311,0.35,Minimal
1095-JUDTC,churn_retention,Dormant,Lost Customers,0.9678410887718201,0.9678410887718201,Bronze,Standard Retention SMS,USSD,0.6894760999414655,0.35,Minimal
8749-JMNKX,churn_retention,Price Sensitive,Lost Customers,0.9448932409286499,0.9448932409286499,Bronze,Standard Retention SMS,USSD,0.6891132871309916,0.35,Minimal
2722-VOJQL,churn_retention,Loyal But Declining,Loyal Customers,0.8709463477134705,0.8709463477134705,Bronze,Standard Retention SMS,USSD,0.688250951634513,0.35,Minimal
3804-RVTGV,churn_retention,Loyal But Declining,Hibernating,0.9486832022666931,0.9486832022666931,Bronze,Standard Retention SMS,USSD,0.6882304900222354,0.35,Minimal
7694-VLBWQ,churn_retention,Loyal But Declining,Loyal Customers,0.8514622449874878,0.8514622449874878,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.686842233604855,0.35,Minimal
4307-KTUMW,churn_retention,Dormant,Lost Customers,0.9259825348854065,0.9259825348854065,Bronze,Standard Retention SMS,USSD,0.6852134896649255,0.35,Minimal
8610-WFCJF,churn_retention,Loyal But Declining,Loyal Customers,0.9478029608726501,0.9478029608726501,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6850125915474361,0.35,Minimal
3943-KDREE,churn_retention,Dormant,Hibernating,0.924677848815918,0.924677848815918,Silver,Loyalty Discount,USSD,0.6845611466301812,0.35,Basic
3104-OWCGK,churn_retention,Dormant,Hibernating,0.8855453133583069,0.8855453133583069,Bronze,Standard Retention SMS,USSD,0.6844393233458201,0.35,Minimal
0823-HSCDJ,churn_retention,At Risk Heavyweights,Hibernating,0.9299864768981934,0.9299864768981934,Bronze,Standard Retention SMS,USSD,0.6844376828935411,0.35,Minimal
6664-FPDAC,churn_retention,Loyal But Declining,Loyal Customers,0.907366931438446,0.907366931438446,Bronze,Standard Retention SMS,SMS,0.6842390212747785,0.35,Minimal
7481-ATQQS,churn_retention,Loyal But Declining,Loyal Customers,0.9460508227348328,0.9460508227348328,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6841365224785274,0.35,Minimal
6599-RCLCJ,churn_retention,Dormant,Lost Customers,0.9571325182914734,0.9571325182914734,Bronze,Standard Retention SMS,USSD,0.6841218147012922,0.35,Minimal
3923-CSIHK,churn_retention,Price Sensitive,Hibernating,0.9395492076873779,0.9395492076873779,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6836634927325778,0.35,Minimal
4628-CTTLA,churn_retention,At Risk Heavyweights,Hibernating,0.9006247520446777,0.9006247520446777,Bronze,Standard Retention SMS,SMS,0.6836457093556721,0.35,Minimal
4088-YLDSU,churn_retention,Price Sensitive,Hibernating,0.9103497266769409,0.9103497266769409,Bronze,Standard Retention SMS,USSD,0.6829526411162482,0.35,Minimal
3096-GKWEB,churn_retention,Dormant,Loyal Customers,0.9655782580375671,0.9655782580375671,Silver,Loyalty Discount,USSD,0.6827891290187836,0.35,Basic
8387-MOJJT,churn_retention,Rising Stars,Loyal Customers,0.9820970892906189,0.9820970892906189,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6827152113119761,0.35,Minimal
1591-NFNLQ,churn_retention,Dormant,Hibernating,0.9312214851379395,0.9312214851379395,Bronze,Standard Retention SMS,USSD,0.6822774092356364,0.35,Minimal
6583-QGCSI,churn_retention,Dormant,Hibernating,0.9366781711578369,0.9366781711578369,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6822279744678073,0.35,Minimal
7641-EUYET,churn_retention,Loyal But Declining,Loyal Customers,0.9583353400230408,0.9583353400230408,Bronze,Standard Retention SMS,USSD,0.6819454477892981,0.35,Minimal
2856-NNASM,churn_retention,Dormant,Lost Customers,0.9744988679885864,0.9744988679885864,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6816938784387376,0.35,Minimal
8374-XGEJJ,churn_retention,Dormant,Lost Customers,0.9743267893791199,0.9743267893791199,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6816078391340044,0.35,Minimal
5287-QWLKY,churn_retention,Loyal But Declining,Hibernating,0.81829833984375,0.81829833984375,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6813713921440973,0.35,Minimal
3132-TVFDZ,churn_retention,At Risk Heavyweights,Lost Customers,0.8949564695358276,0.8949564695358276,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6808115681012471,0.35,Minimal
4554-YGZIH,churn_retention,Dormant,Hibernating,0.9393062591552734,0.9393062591552734,Bronze,Standard Retention SMS,USSD,0.6807642406887477,0.35,Minimal
8634-MPHTR,churn_retention,Dormant,Lost Customers,0.9500650763511658,0.9500650763511658,Bronze,Standard Retention SMS,USSD,0.6805880937311384,0.35,Minimal
1723-HKXJQ,churn_retention,Loyal But Declining,Loyal Customers,0.9759129285812378,0.9759129285812378,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6796231309572855,0.35,Minimal
1899-VXWXM,churn_retention,Dormant,Lost Customers,0.9414366483688354,0.9414366483688354,Bronze,Standard Retention SMS,USSD,0.679051657517751,0.35,Minimal
6313-GIDIT,churn_retention,At Risk Heavyweights,Lost Customers,0.9135635495185852,0.9135635495185852,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6790039969815148,0.35,Minimal
5804-HYIEZ,churn_retention,Loyal But Declining,Hibernating,0.8185275793075562,0.8185275793075562,Bronze,Standard Retention SMS,USSD,0.6787082340982226,0.35,Minimal
5980-NOPLP,churn_retention,Price Sensitive,Hibernating,0.9629124402999878,0.9629124402999878,Bronze,Standard Retention SMS,USSD,0.6786784423722161,0.35,Minimal
8019-ENHXU,churn_retention,Dormant,Hibernating,0.9737185835838318,0.9737185835838318,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6785259584585825,0.35,Minimal
9851-QXEEQ,churn_retention,Dormant,Lost Customers,0.9782548546791077,0.9782548546791077,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6780163162284427,0.35,Minimal
3194-ORPIK,churn_retention,Loyal But Declining,New Customers,0.927701473236084,0.927701473236084,Bronze,Standard Retention SMS,SMS,0.6777396255069308,0.35,Minimal
5445-PZWGX,churn_retention,Loyal But Declining,Lost Customers,0.8603948354721069,0.8603948354721069,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6774196399582757,0.35,Minimal
2519-ERQOJ,churn_retention,At Risk Heavyweights,Hibernating,0.8714485168457031,0.8714485168457031,Silver,Loyalty Discount,PUSH_NOTIFICATION,0.6773909250895183,0.35,Basic
4471-KXAUH,churn_retention,Dormant,Loyal Customers,0.9706479907035828,0.9706479907035828,Bronze,Standard Retention SMS,USSD,0.676990662018458,0.35,Minimal
5708-EVONK,churn_retention,Loyal But Declining,Loyal Customers,0.8811821937561035,0.8811821937561035,Bronze,Standard Retention SMS,USSD,0.6767022079891628,0.35,Minimal
0979-PHULV,churn_retention,Dormant,Lost Customers,0.8199461698532104,0.8199461698532104,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.6766397515932719,0.35,Minimal
7730-IUTDZ,churn_retention,Dormant,Lost Customers,0.9638567566871643,0.9638567566871643,Bronze,Standard Retention SMS,USSD,0.6763728227880266,0.35,Minimal
4791-QRGMF,churn_retention,Loyal But Declining,Lost Customers,0.8748584389686584,0.8748584389686584,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.676318108373218,0.35,Minimal
9378-FXTIZ,churn_retention,Price Sensitive,Loyal Customers,0.9016274809837341,0.9016274809837341,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.675813740491867,0.35,Minimal
7055-VKGDA,churn_retention,Loyal But Declining,Lost Customers,0.9008815288543701,0.9008815288543701,Bronze,Standard Retention SMS,SMS,0.675440764427185,0.35,Minimal
7317-GGVPB,churn_retention,Loyal But Declining,Lost Customers,0.8054515719413757,0.8054515719413757,Bronze,Standard Retention SMS,SMS,0.6749480081929101,0.35,Minimal
5228-EXCET,churn_retention,Dormant,Hibernating,0.9773748517036438,0.9773748517036438,Silver,Loyalty Discount,USSD,0.674798536962933,0.35,Basic
8849-GYOKR,churn_retention,Loyal But Declining,At Risk,0.898917019367218,0.898917019367218,Bronze,Standard Retention SMS,PUSH_NOTIFICATION,0.674458509683609,0.35,Minimal
2479-BRAMR,churn_retention,Loyal But Declining,Loyal Customers,0.9709668755531311,0.9709668755531311,Bronze,Standard Retention SMS,USSD,0.6743723266654544,0.35,Minimal
6261-LHRTG,churn_retention,Dormant,Hibernating,0.7539569139480591,0.7539569139480591,Gold,Premium Retention Bundle,USSD,0.6742006791962517,0.2,Standard
3207-OYBWH,churn_retention,Loyal But Declining,Hibernating,0.8816421031951904,0.8816421031951904,Bronze,Standard Retention SMS,USSD,0.6741543849309285,0.35,Minimal
5271-YNWVR,churn_retention,Loyal But Declining,Hibernating,0.8202410936355591,0.8202410936355591,Bronze,Standard Retention SMS,USSD,0.6740094357066684,0.35,Minimal
